task,split,seed,method,example_id,sequence_length,query_pos,reference_delta,target_delta,target_pos,label_token,target_probability,target_rank,top1_hit,top1_confidence,target_in_max_tie,max_tie_count,target_bias_rank,best_bias,target_bias,best_deltas
phase_cued_retrieval,train,307,phasewrap_adapter,phase_cued_retrieval_train_seed307_L24_001,24,23,11,11,12,13,0.0,16,0.0,0.5,False,2,13,2.395142,0.03924,16 6
phase_cued_retrieval,train,307,phasewrap_adapter,phase_cued_retrieval_train_seed307_L24_002,24,23,12,12,11,21,0.0,23,0.0,0.5,False,2,13,2.395142,0.03924,17 7
phase_cued_retrieval,train,307,phasewrap_adapter,phase_cued_retrieval_train_seed307_L24_003,24,23,16,16,7,32,0.0,35,0.0,0.5,False,2,13,2.395142,0.03924,21 11
phase_cued_retrieval,train,307,phasewrap_adapter,phase_cued_retrieval_train_seed307_L24_004,24,23,19,19,4,42,0.0,44,0.0,1.0,False,1,12,2.395142,0.03924,14
phase_cued_retrieval,train,307,phasewrap_adapter,phase_cued_retrieval_train_seed307_L24_005,24,23,5,5,18,35,0.0,36,0.0,1.0,False,1,12,2.395142,0.03924,10
phase_cued_retrieval,train,307,phasewrap_adapter,phase_cued_retrieval_train_seed307_L32_000,32,31,11,11,20,94,0.0,96,0.0,0.5,False,2,17,2.409167,0.03924,16 6
phase_cued_retrieval,train,307,phasewrap_adapter,phase_cued_retrieval_train_seed307_L32_001,32,31,12,12,19,102,0.0,103,0.0,0.5,False,2,16,2.409167,0.03924,17 7
phase_cued_retrieval,train,307,phasewrap_adapter,phase_cued_retrieval_train_seed307_L32_002,32,31,16,16,15,1,0.0,4,0.0,0.5,False,2,15,2.409167,0.03924,21 11
phase_cued_retrieval,train,307,phasewrap_adapter,phase_cued_retrieval_train_seed307_L32_003,32,31,19,19,12,11,0.0,13,0.0,0.5,False,2,15,2.409167,0.03924,24 14
phase_cued_retrieval,train,307,phasewrap_adapter,phase_cued_retrieval_train_seed307_L32_004,32,31,5,29,2,28,0.0,30,0.0,1.0,False,1,26,2.409167,-0.154308,10
phase_cued_retrieval,train,307,phasewrap_adapter,phase_cued_retrieval_train_seed307_L32_005,32,31,7,7,24,13,0.5,2,0.0,0.5,False,2,18,2.409167,0.03924,12 2
phase_cued_retrieval,validation,307,phasewrap_adapter,phase_cued_retrieval_validation_seed307_L40_000,40,39,12,36,3,95,0.0,96,0.0,1.0,False,2,33,2.417438,-0.114606,17 7
phase_cued_retrieval,validation,307,phasewrap_adapter,phase_cued_retrieval_validation_seed307_L40_001,40,39,16,16,23,82,0.0,84,0.0,0.5,False,2,20,2.417438,0.03924,21 11
phase_cued_retrieval,validation,307,phasewrap_adapter,phase_cued_retrieval_validation_seed307_L40_002,40,39,19,19,20,92,0.0,94,0.0,0.5,False,2,19,2.417438,0.03924,24 14
phase_cued_retrieval,validation,307,phasewrap_adapter,phase_cued_retrieval_validation_seed307_L40_003,40,39,5,29,10,109,0.0,110,0.0,1.0,False,1,31,2.417438,-0.114606,10
phase_cued_retrieval,validation,307,phasewrap_adapter,phase_cued_retrieval_validation_seed307_L40_004,40,39,7,31,8,6,0.0,9,0.0,0.5,False,2,32,2.417438,-0.114606,12 2
phase_cued_retrieval,validation,307,phasewrap_adapter,phase_cued_retrieval_validation_seed307_L40_005,40,39,8,32,7,14,0.0,17,0.0,0.5,False,2,33,2.417438,-0.114606,13 3
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L48_000,48,47,16,40,7,75,0.0,77,0.0,0.5,False,2,38,2.422894,-0.088419,21 11
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L48_001,48,47,19,43,4,85,0.0,87,0.0,0.5,False,2,37,2.422894,-0.088419,24 14
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L48_002,48,47,5,29,18,78,0.0,79,0.0,1.0,False,1,32,2.422894,-0.088419,10
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L48_003,48,47,7,31,16,87,0.0,88,0.0,0.5,False,2,33,2.422894,-0.088419,12 2
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L48_004,48,47,8,32,15,95,0.0,96,0.0,0.5,False,2,34,2.422894,-0.088419,13 3
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L48_005,48,47,11,35,12,105,0.0,106,0.0,0.5,False,2,35,2.422894,-0.088419,16 6
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L64_000,64,63,5,53,10,40,0.0,41,0.0,1.0,False,1,50,2.429648,-0.151236,10
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L64_001,64,63,7,55,8,49,0.0,52,0.0,0.5,False,2,51,2.429648,-0.151236,12 2
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L64_002,64,63,8,56,7,57,0.0,59,0.0,0.5,False,2,52,2.429648,-0.151236,13 3
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L64_003,64,63,11,59,4,67,0.5,1,1.0,0.5,False,2,52,2.429648,-0.151236,16 6
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L64_004,64,63,12,60,3,75,0.0,77,0.0,0.5,False,2,52,2.429648,-0.151236,17 7
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L64_005,64,63,16,40,23,62,0.0,63,0.0,0.5,False,2,43,2.429648,-0.055998,21 11
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L24_000,24,23,19,19,4,82,0.043478,20,0.0,0.086957,True,23,5,0.0,0.0,23 22 21 20 19 18 17 16
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L24_001,24,23,5,5,18,75,0.043478,14,0.0,0.086957,True,23,19,0.0,0.0,23 22 21 20 19 18 17 16
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L24_002,24,23,7,7,16,84,0.043478,15,0.0,0.086957,True,23,17,0.0,0.0,23 22 21 20 19 18 17 16
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L24_003,24,23,8,8,15,92,0.043478,18,0.0,0.086957,True,23,16,0.0,0.0,23 22 21 20 19 18 17 16
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L24_004,24,23,11,11,12,102,0.043478,18,0.0,0.086957,True,23,13,0.0,0.0,23 22 21 20 19 18 17 16
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L24_005,24,23,12,12,11,110,0.086957,3,0.0,0.086957,True,23,12,0.0,0.0,23 22 21 20 19 18 17 16
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L32_000,32,31,5,29,2,68,0.064516,2,0.0,0.064516,True,31,3,0.0,0.0,31 30 29 28 27 26 25 24
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L32_001,32,31,7,7,24,53,0.032258,16,0.0,0.064516,True,31,25,0.0,0.0,31 30 29 28 27 26 25 24
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L32_002,32,31,8,8,23,61,0.032258,16,0.0,0.064516,True,31,24,0.0,0.0,31 30 29 28 27 26 25 24
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L32_003,32,31,11,11,20,71,0.032258,22,0.0,0.064516,True,31,21,0.0,0.0,31 30 29 28 27 26 25 24
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L32_004,32,31,12,12,19,79,0.032258,19,0.0,0.064516,True,31,20,0.0,0.0,31 30 29 28 27 26 25 24
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L32_005,32,31,16,16,15,90,0.032258,22,0.0,0.064516,True,31,16,0.0,0.0,31 30 29 28 27 26 25 24
phase_cued_retrieval,validation,311,no_position,phase_cued_retrieval_validation_seed311_L40_000,40,39,7,31,8,46,0.025641,20,0.0,0.076923,True,39,9,0.0,0.0,39 38 37 36 35 34 33 32
phase_cued_retrieval,validation,311,no_position,phase_cued_retrieval_validation_seed311_L40_001,40,39,8,32,7,54,0.025641,20,0.0,0.051282,True,39,8,0.0,0.0,39 38 37 36 35 34 33 32
phase_cued_retrieval,validation,311,no_position,phase_cued_retrieval_validation_seed311_L40_002,40,39,11,35,4,64,0.025641,19,0.0,0.051282,True,39,5,0.0,0.0,39 38 37 36 35 34 33 32
phase_cued_retrieval,validation,311,no_position,phase_cued_retrieval_validation_seed311_L40_003,40,39,12,36,3,72,0.025641,27,0.0,0.051282,True,39,4,0.0,0.0,39 38 37 36 35 34 33 32
phase_cued_retrieval,validation,311,no_position,phase_cued_retrieval_validation_seed311_L40_004,40,39,16,16,23,59,0.025641,22,0.0,0.051282,True,39,24,0.0,0.0,39 38 37 36 35 34 33 32
phase_cued_retrieval,validation,311,no_position,phase_cued_retrieval_validation_seed311_L40_005,40,39,19,19,20,69,0.051282,4,0.0,0.051282,True,39,21,0.0,0.0,39 38 37 36 35 34 33 32
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L48_000,48,47,8,32,15,23,0.021277,18,0.0,0.042553,True,47,16,0.0,0.0,47 46 45 44 43 42 41 40
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L48_001,48,47,11,35,12,33,0.021277,14,0.0,0.06383,True,47,13,0.0,0.0,47 46 45 44 43 42 41 40
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L48_002,48,47,12,36,11,41,0.021277,18,0.0,0.06383,True,47,12,0.0,0.0,47 46 45 44 43 42 41 40
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L48_003,48,47,16,40,7,52,0.021277,25,0.0,0.06383,True,47,8,0.0,0.0,47 46 45 44 43 42 41 40
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L48_004,48,47,19,43,4,62,0.021277,27,0.0,0.06383,True,47,5,0.0,0.0,47 46 45 44 43 42 41 40
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L48_005,48,47,5,29,18,55,0.021277,27,0.0,0.042553,True,47,19,0.0,0.0,47 46 45 44 43 42 41 40
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L64_000,64,63,12,60,3,3,0.031746,4,0.0,0.063492,True,63,4,0.0,0.0,63 62 61 60 59 58 57 56
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L64_001,64,63,16,40,23,102,0.031746,14,0.0,0.047619,True,63,24,0.0,0.0,63 62 61 60 59 58 57 56
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L64_002,64,63,19,43,20,0,0.047619,1,1.0,0.047619,True,63,21,0.0,0.0,63 62 61 60 59 58 57 56
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L64_003,64,63,5,53,10,17,0.031746,2,0.0,0.079365,True,63,11,0.0,0.0,63 62 61 60 59 58 57 56
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L64_004,64,63,7,55,8,26,0.031746,7,0.0,0.047619,True,63,9,0.0,0.0,63 62 61 60 59 58 57 56
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L64_005,64,63,8,56,7,34,0.015873,24,0.0,0.047619,True,63,8,0.0,0.0,63 62 61 60 59 58 57 56
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L24_000,24,23,19,19,4,82,1.0,1,1.0,1.0,True,1,1,1.0,1.0,19
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L24_001,24,23,5,5,18,75,1.0,1,1.0,1.0,True,1,1,1.0,1.0,5
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L24_002,24,23,7,7,16,84,1.0,1,1.0,1.0,True,1,1,1.0,1.0,7
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L24_003,24,23,8,8,15,92,1.0,1,1.0,1.0,True,1,1,1.0,1.0,8
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L24_004,24,23,11,11,12,102,1.0,1,1.0,1.0,True,1,1,1.0,1.0,11
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L24_005,24,23,12,12,11,110,1.0,1,1.0,1.0,True,1,1,1.0,1.0,12
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L32_000,32,31,5,29,2,68,0.0,69,0.0,1.0,False,1,6,1.0,0.25,5
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L32_001,32,31,7,7,24,53,1.0,1,1.0,1.0,True,1,1,1.0,1.0,7
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L32_002,32,31,8,8,23,61,1.0,1,1.0,1.0,True,1,1,1.0,1.0,8
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L32_003,32,31,11,11,20,71,1.0,1,1.0,1.0,True,1,1,1.0,1.0,11
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L32_004,32,31,12,12,19,79,1.0,1,1.0,1.0,True,1,1,1.0,1.0,12
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L32_005,32,31,16,16,15,90,1.0,1,1.0,1.0,True,1,1,1.0,1.0,16
phase_cued_retrieval,validation,311,sinusoidal,phase_cued_retrieval_validation_seed311_L40_000,40,39,7,31,8,46,0.0,49,0.0,0.5,False,2,8,1.0,0.25,39 7
phase_cued_retrieval,validation,311,sinusoidal,phase_cued_retrieval_validation_seed311_L40_001,40,39,8,32,7,54,0.0,55,0.0,1.0,False,1,7,1.0,0.25,8
phase_cued_retrieval,validation,311,sinusoidal,phase_cued_retrieval_validation_seed311_L40_002,40,39,11,35,4,64,0.0,65,0.0,1.0,False,1,7,1.0,0.25,11
phase_cued_retrieval,validation,311,sinusoidal,phase_cued_retrieval_validation_seed311_L40_003,40,39,12,36,3,72,0.0,73,0.0,1.0,False,1,7,1.0,0.25,12
phase_cued_retrieval,validation,311,sinusoidal,phase_cued_retrieval_validation_seed311_L40_004,40,39,16,16,23,59,1.0,1,1.0,1.0,True,1,1,1.0,1.0,16
phase_cued_retrieval,validation,311,sinusoidal,phase_cued_retrieval_validation_seed311_L40_005,40,39,19,19,20,69,1.0,1,1.0,1.0,True,1,1,1.0,1.0,19
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L48_000,48,47,8,32,15,23,0.0,25,0.0,0.5,False,2,9,1.0,0.25,40 8
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L48_001,48,47,11,35,12,33,0.0,35,0.0,0.5,False,2,10,1.0,0.25,43 11
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L48_002,48,47,12,36,11,41,0.0,44,0.0,0.5,False,2,10,1.0,0.25,44 12
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L48_003,48,47,16,40,7,52,0.0,53,0.0,1.0,False,1,8,1.0,0.25,16
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L48_004,48,47,19,43,4,62,0.0,63,0.0,1.0,False,1,8,1.0,0.25,19
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L48_005,48,47,5,29,18,55,0.0,56,0.0,0.5,False,2,10,1.0,0.25,37 5
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L64_000,64,63,12,60,3,3,0.0,6,0.0,0.5,False,2,7,1.0,0.5,44 12
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L64_001,64,63,16,40,23,102,0.0,103,0.0,0.5,False,2,11,1.0,0.25,48 16
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L64_002,64,63,19,43,20,0,0.0,3,0.0,0.5,False,2,12,1.0,0.25,51 19
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L64_003,64,63,5,53,10,17,0.0,19,0.0,0.5,False,2,7,1.0,0.5,37 5
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L64_004,64,63,7,55,8,26,0.0,29,0.0,0.5,False,2,7,1.0,0.5,39 7
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L64_005,64,63,8,56,7,34,0.0,37,0.0,0.5,False,2,7,1.0,0.5,40 8
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L24_000,24,23,19,19,4,82,0.0,83,0.0,1.0,False,1,19,-0.043478,-0.826087,1
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L24_001,24,23,5,5,18,75,0.0,76,0.0,1.0,False,1,5,-0.043478,-0.217391,1
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L24_002,24,23,7,7,16,84,0.0,85,0.0,1.0,False,1,7,-0.043478,-0.304348,1
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L24_003,24,23,8,8,15,92,0.0,94,0.0,1.0,False,1,8,-0.043478,-0.347826,1
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L24_004,24,23,11,11,12,102,0.0,103,0.0,1.0,False,1,11,-0.043478,-0.478261,1
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L24_005,24,23,12,12,11,110,0.0,111,0.0,1.0,False,1,12,-0.043478,-0.521739,1
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L32_000,32,31,5,29,2,68,0.0,69,0.0,1.0,False,1,29,-0.032258,-0.935484,1
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L32_001,32,31,7,7,24,53,0.0,55,0.0,1.0,False,1,7,-0.032258,-0.225806,1
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L32_002,32,31,8,8,23,61,0.0,62,0.0,1.0,False,1,8,-0.032258,-0.258065,1
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L32_003,32,31,11,11,20,71,0.0,72,0.0,1.0,False,1,11,-0.032258,-0.354839,1
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L32_004,32,31,12,12,19,79,0.0,81,0.0,1.0,False,1,12,-0.032258,-0.387097,1
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L32_005,32,31,16,16,15,90,0.0,91,0.0,1.0,False,1,16,-0.032258,-0.516129,1
phase_cued_retrieval,validation,311,alibi,phase_cued_retrieval_validation_seed311_L40_000,40,39,7,31,8,46,0.0,47,0.0,1.0,False,1,31,-0.025641,-0.794872,1
phase_cued_retrieval,validation,311,alibi,phase_cued_retrieval_validation_seed311_L40_001,40,39,8,32,7,54,0.0,56,0.0,1.0,False,1,32,-0.025641,-0.820513,1
phase_cued_retrieval,validation,311,alibi,phase_cued_retrieval_validation_seed311_L40_002,40,39,11,35,4,64,0.0,65,0.0,1.0,False,1,35,-0.025641,-0.897436,1
phase_cued_retrieval,validation,311,alibi,phase_cued_retrieval_validation_seed311_L40_003,40,39,12,36,3,72,0.0,74,0.0,1.0,False,1,36,-0.025641,-0.923077,1
phase_cued_retrieval,validation,311,alibi,phase_cued_retrieval_validation_seed311_L40_004,40,39,16,16,23,59,0.0,60,0.0,1.0,False,1,16,-0.025641,-0.410256,1
phase_cued_retrieval,validation,311,alibi,phase_cued_retrieval_validation_seed311_L40_005,40,39,19,19,20,69,0.0,70,0.0,1.0,False,1,19,-0.025641,-0.487179,1
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L48_000,48,47,8,32,15,23,0.0,25,0.0,1.0,False,1,32,-0.021277,-0.680851,1
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L48_001,48,47,11,35,12,33,0.0,34,0.0,1.0,False,1,35,-0.021277,-0.744681,1
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L48_002,48,47,12,36,11,41,0.0,43,0.0,1.0,False,1,36,-0.021277,-0.765957,1
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L48_003,48,47,16,40,7,52,0.0,53,0.0,1.0,False,1,40,-0.021277,-0.851064,1
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L48_004,48,47,19,43,4,62,0.0,63,0.0,1.0,False,1,43,-0.021277,-0.914894,1
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L48_005,48,47,5,29,18,55,0.0,57,0.0,1.0,False,1,29,-0.021277,-0.617021,1
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L64_000,64,63,12,60,3,3,0.0,5,0.0,1.0,False,1,60,-0.015873,-0.952381,1
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L64_001,64,63,16,40,23,102,0.0,103,0.0,1.0,False,1,40,-0.015873,-0.634921,1
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L64_002,64,63,19,43,20,0,0.0,2,0.0,1.0,False,1,43,-0.015873,-0.68254,1
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L64_003,64,63,5,53,10,17,0.0,19,0.0,1.0,False,1,53,-0.015873,-0.84127,1
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L64_004,64,63,7,55,8,26,0.0,28,0.0,1.0,False,1,55,-0.015873,-0.873016,1
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L64_005,64,63,8,56,7,34,0.0,36,0.0,1.0,False,1,56,-0.015873,-0.888889,1
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L24_000,24,23,19,19,4,82,1.0,1,1.0,1.0,True,1,1,1.0,1.0,19
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L24_001,24,23,5,5,18,75,1.0,1,1.0,1.0,True,1,1,1.0,1.0,5
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L24_002,24,23,7,7,16,84,1.0,1,1.0,1.0,True,1,1,1.0,1.0,7
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L24_003,24,23,8,8,15,92,1.0,1,1.0,1.0,True,1,1,1.0,1.0,8
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L24_004,24,23,11,11,12,102,1.0,1,1.0,1.0,True,1,1,1.0,1.0,11
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L24_005,24,23,12,12,11,110,1.0,1,1.0,1.0,True,1,1,1.0,1.0,12
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L32_000,32,31,5,29,2,68,0.0,69,0.0,1.0,False,1,20,1.0,0.620591,5
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L32_001,32,31,7,7,24,53,1.0,1,1.0,1.0,True,1,1,1.0,1.0,7
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L32_002,32,31,8,8,23,61,1.0,1,1.0,1.0,True,1,1,1.0,1.0,8
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L32_003,32,31,11,11,20,71,1.0,1,1.0,1.0,True,1,1,1.0,1.0,11
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L32_004,32,31,12,12,19,79,1.0,1,1.0,1.0,True,1,1,1.0,1.0,12
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L32_005,32,31,16,16,15,90,1.0,1,1.0,1.0,True,1,1,1.0,1.0,16
phase_cued_retrieval,validation,311,rope_relative,phase_cued_retrieval_validation_seed311_L40_000,40,39,7,31,8,46,0.0,48,0.0,1.0,False,1,22,1.0,0.620591,7
phase_cued_retrieval,validation,311,rope_relative,phase_cued_retrieval_validation_seed311_L40_001,40,39,8,32,7,54,0.0,55,0.0,1.0,False,1,23,1.0,0.620591,8
phase_cued_retrieval,validation,311,rope_relative,phase_cued_retrieval_validation_seed311_L40_002,40,39,11,35,4,64,0.0,65,0.0,1.0,False,1,25,1.0,0.620591,11
phase_cued_retrieval,validation,311,rope_relative,phase_cued_retrieval_validation_seed311_L40_003,40,39,12,36,3,72,0.0,73,0.0,1.0,False,1,26,1.0,0.620591,12
phase_cued_retrieval,validation,311,rope_relative,phase_cued_retrieval_validation_seed311_L40_004,40,39,16,16,23,59,1.0,1,1.0,1.0,True,1,1,1.0,1.0,16
phase_cued_retrieval,validation,311,rope_relative,phase_cued_retrieval_validation_seed311_L40_005,40,39,19,19,20,69,1.0,1,1.0,1.0,True,1,1,1.0,1.0,19
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L48_000,48,47,8,32,15,23,0.0,25,0.0,1.0,False,1,23,1.0,0.620591,8
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L48_001,48,47,11,35,12,33,0.0,35,0.0,1.0,False,1,25,1.0,0.620591,11
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L48_002,48,47,12,36,11,41,0.0,43,0.0,1.0,False,1,26,1.0,0.620591,12
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L48_003,48,47,16,40,7,52,0.0,53,0.0,1.0,False,1,28,1.0,0.620591,16
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L48_004,48,47,19,43,4,62,0.0,63,0.0,1.0,False,1,28,1.0,0.620591,19
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L48_005,48,47,5,29,18,55,0.0,56,0.0,1.0,False,1,20,1.0,0.620591,5
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L64_000,64,63,12,60,3,3,0.0,5,0.0,1.0,False,1,63,1.0,0.331841,12
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L64_001,64,63,16,40,23,102,0.0,103,0.0,1.0,False,1,28,1.0,0.620591,16
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L64_002,64,63,19,43,20,0,0.0,2,0.0,1.0,False,1,28,1.0,0.620591,19
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L64_003,64,63,5,53,10,17,0.0,18,0.0,1.0,False,1,63,1.0,0.331841,5
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L64_004,64,63,7,55,8,26,0.0,28,0.0,1.0,False,1,63,1.0,0.331841,7
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L64_005,64,63,8,56,7,34,0.0,36,0.0,1.0,False,1,63,1.0,0.331841,8
phase_cued_retrieval,train,311,phasewrap_bias,phase_cued_retrieval_train_seed311_L24_000,24,23,19,19,4,82,0.0,83,0.0,1.0,False,1,12,2.44949,0.03924,14
phase_cued_retrieval,train,311,phasewrap_bias,phase_cued_retrieval_train_seed311_L24_001,24,23,5,5,18,75,0.0,76,0.0,1.0,False,1,12,2.44949,0.03924,10
phase_cued_retrieval,train,311,phasewrap_bias,phase_cued_retrieval_train_seed311_L24_002,24,23,7,7,16,84,0.0,87,0.0,0.5,False,2,13,2.44949,0.03924,12 2
phase_cued_retrieval,train,311,phasewrap_bias,phase_cued_retrieval_train_seed311_L24_003,24,23,8,8,15,92,0.0,93,0.0,0.5,False,2,13,2.44949,0.03924,13 3
