task,seed,method,stage10_method_alias,epochs,learning_rate,support_aux_weight,target_attention_aux_weight,support_route_weight,exact_offset_route_weight,optimizer,training_tasks,support_classes,task_train_row_count,multitask_train_row_count,train_row_count,validation_row_count,test_row_count,final_training_loss,learned_position_scale,learned_copy_gate,train_loss,train_perplexity,train_top1_accuracy,train_mrr,train_mean_target_probability,train_mean_top1_confidence,train_expected_calibration_error,train_mean_copy_gate,train_support_accuracy,train_mean_target_attention,validation_loss,validation_perplexity,validation_top1_accuracy,validation_mrr,validation_mean_target_probability,validation_mean_top1_confidence,validation_expected_calibration_error,validation_mean_copy_gate,validation_support_accuracy,validation_mean_target_attention,test_loss,test_perplexity,test_top1_accuracy,test_mrr,test_mean_target_probability,test_mean_top1_confidence,test_expected_calibration_error,test_mean_copy_gate,test_support_accuracy,test_mean_target_attention
tiny_text_fact_qa,313,alibi,alibi,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.767979,0.704952,0.857587,2.810201,16.613265,0.166667,0.364683,0.062924,0.090346,0.07632,0.857587,1.0,0.0473,3.244627,25.652137,0.166667,0.285119,0.040346,0.061725,0.104941,0.857587,1.0,0.032137,3.506981,33.347436,0.083333,0.217654,0.031396,0.054007,0.029326,0.857587,1.0,0.022634
phase_cued_retrieval,313,rope_relative,rope,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.346717,1.299778,0.857697,1.381504,3.980884,0.916667,0.958333,0.257585,0.263384,0.653282,0.857697,1.0,0.059654,1.568691,4.800361,0.5,0.722222,0.21243,0.244053,0.368932,0.857697,0.833333,0.027584,1.535015,4.641394,0.75,0.875,0.223997,0.230343,0.519657,0.857697,0.833333,0.015901
exact_offset_passkey,313,rope_relative,rope,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.346717,1.299778,0.857697,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.857697,1.0,0.062636,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.857697,1.0,0.040229,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.857697,1.0,0.028991
tiny_text_fact_qa,313,rope_relative,rope,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.346717,1.299778,0.857697,2.491393,12.078084,0.666667,0.819444,0.085315,0.091476,0.575191,0.857697,1.0,0.068196,2.861137,17.481385,0.333333,0.588889,0.058122,0.067219,0.266115,0.857697,1.0,0.048284,3.101838,22.238793,0.083333,0.409722,0.046118,0.054636,0.028697,0.857697,1.0,0.036221
phase_cued_retrieval,313,phasewrap_bias,phasewrap_bias,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.583099,0.702077,0.857604,1.335944,3.803586,0.75,0.875,0.268764,0.282825,0.467175,0.857604,0.916667,0.022189,1.621555,5.060955,0.5,0.666667,0.208512,0.257078,0.373354,0.857604,0.666667,0.013171,1.596655,4.93649,0.5,0.651389,0.221225,0.251949,0.373315,0.857604,0.5,0.009469
exact_offset_passkey,313,phasewrap_bias,phasewrap_bias,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.583099,0.702077,0.857604,27.631021,999999999999.999,0.0,0.062849,0.0,1.0,1.0,0.857604,1.0,0.022848,27.631021,999999999999.999,0.0,0.011909,0.0,1.0,1.0,0.857604,1.0,0.01325,27.631021,999999999999.999,0.0,0.082616,0.0,1.0,1.0,0.857604,1.0,0.009617
tiny_text_fact_qa,313,phasewrap_bias,phasewrap_bias,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.583099,0.702077,0.857604,3.33474,28.071097,0.0,0.135079,0.037358,0.1265,0.1265,0.857604,1.0,0.025703,3.726898,41.55002,0.0,0.075181,0.025095,0.0988,0.0988,0.857604,1.0,0.016804,3.892898,49.052856,0.083333,0.134418,0.02444,0.075147,0.026598,0.857604,1.0,0.012377
phase_cued_retrieval,313,phasewrap_adapter,phasewrap_adapter,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.536484,0.702194,0.857619,1.332545,3.790679,0.75,0.875,0.269384,0.282483,0.523248,0.857619,0.916667,0.022968,1.617834,5.042156,0.5,0.666667,0.208553,0.253584,0.374482,0.857619,0.666667,0.012949,1.587982,4.893865,0.583333,0.7,0.221871,0.249379,0.333954,0.857619,0.583333,0.009063
exact_offset_passkey,313,phasewrap_adapter,phasewrap_adapter,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.536484,0.702194,0.857619,27.631021,999999999999.999,0.0,0.062849,0.0,1.0,1.0,0.857619,1.0,0.023881,27.631021,999999999999.999,0.0,0.011909,0.0,1.0,1.0,0.857619,1.0,0.014018,27.631021,999999999999.999,0.0,0.082616,0.0,1.0,1.0,0.857619,1.0,0.010131
tiny_text_fact_qa,313,phasewrap_adapter,phasewrap_adapter,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.536484,0.702194,0.857619,3.306392,27.286503,0.0,0.138953,0.038377,0.126498,0.126498,0.857619,1.0,0.026795,3.698678,40.393871,0.0,0.077381,0.025662,0.09912,0.09912,0.857619,1.0,0.01767,3.863509,47.632221,0.083333,0.135573,0.025008,0.075273,0.027143,0.857619,1.0,0.01298
phase_cued_retrieval,317,no_position,no_position,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.480054,1.0,0.857676,1.492686,4.449027,0.833333,0.916667,0.225945,0.229319,0.604015,0.857676,0.916667,0.050933,1.594635,4.926532,0.5,0.708333,0.206111,0.210094,0.340627,0.857676,0.5,0.024415,1.582807,4.868605,0.583333,0.766667,0.208237,0.219127,0.364206,0.857676,0.583333,0.018901
exact_offset_passkey,317,no_position,no_position,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.480054,1.0,0.857676,27.631021,999999999999.999,0.0,0.014339,0.0,1.0,1.0,0.857676,1.0,0.057188,27.631021,999999999999.999,0.0,0.023025,0.0,1.0,1.0,0.857676,1.0,0.024346,27.631021,999999999999.999,0.0,0.114046,0.0,1.0,1.0,0.857676,1.0,0.018612
tiny_text_fact_qa,317,no_position,no_position,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.480054,1.0,0.857676,2.139723,8.497084,0.416667,0.6875,0.12152,0.136613,0.280053,0.857676,1.0,0.08487,2.540617,12.687499,0.333333,0.569444,0.087622,0.102966,0.30372,0.857676,1.0,0.049636,2.90298,18.228384,0.25,0.452183,0.06078,0.085764,0.164236,0.857676,1.0,0.036787
phase_cued_retrieval,317,sinusoidal,sinusoidal,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,3.146524,1.299087,0.857818,1.460241,4.306999,0.916667,0.958333,0.232543,0.235216,0.681451,0.857818,1.0,0.136084,1.573671,4.824325,0.833333,0.916667,0.208994,0.209901,0.623432,0.857818,0.833333,0.038872,1.553508,4.728027,0.833333,0.916667,0.212716,0.219978,0.613356,0.857818,0.916667,0.025295
exact_offset_passkey,317,sinusoidal,sinusoidal,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,3.146524,1.299087,0.857818,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.857818,1.0,0.163967,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.857818,1.0,0.080574,6.907755,1000.0,0.75,0.753528,0.75,1.0,0.25,0.857818,1.0,0.062067
tiny_text_fact_qa,317,sinusoidal,sinusoidal,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,3.146524,1.299087,0.857818,1.373432,3.948881,1.0,1.0,0.255472,0.255472,0.744528,0.857818,1.0,0.214774,1.737877,5.685262,1.0,1.0,0.178532,0.178532,0.821468,0.857818,1.0,0.144603,2.013899,7.49247,1.0,1.0,0.135552,0.135552,0.864448,0.857818,1.0,0.109278
phase_cued_retrieval,317,alibi,alibi,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.495374,0.707006,0.857682,1.473875,4.366121,0.916667,0.958333,0.230206,0.233457,0.68321,0.857682,1.0,0.050284,1.584629,4.877481,0.833333,0.916667,0.207561,0.211925,0.621408,0.857682,0.833333,0.020379,1.566188,4.788361,0.75,0.854167,0.210957,0.219545,0.530455,0.857682,0.833333,0.015169
exact_offset_passkey,317,alibi,alibi,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.495374,0.707006,0.857682,27.631021,999999999999.999,0.0,0.014318,0.0,1.0,1.0,0.857682,1.0,0.057198,27.631021,999999999999.999,0.0,0.023092,0.0,1.0,1.0,0.857682,1.0,0.023934,27.631021,999999999999.999,0.0,0.114057,0.0,1.0,1.0,0.857682,1.0,0.018337
tiny_text_fact_qa,317,alibi,alibi,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.495374,0.707006,0.857682,2.214601,9.157754,0.333333,0.618056,0.1141,0.136066,0.197268,0.857682,1.0,0.080261,2.638927,13.998169,0.333333,0.469841,0.083803,0.10279,0.300797,0.857682,1.0,0.045625,2.974766,19.585033,0.166667,0.346858,0.057376,0.08508,0.081587,0.857682,1.0,0.034187
phase_cued_retrieval,317,rope_relative,rope,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.08247,1.299601,0.857748,1.492929,4.45011,0.916667,0.958333,0.225845,0.229274,0.687393,0.857748,1.0,0.068968,1.594841,4.927547,0.666667,0.791667,0.206247,0.211062,0.455605,0.857748,0.666667,0.024688,1.574257,4.827155,0.75,0.85,0.209888,0.219363,0.530637,0.857748,0.833333,0.016527
exact_offset_passkey,317,rope_relative,rope,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.08247,1.299601,0.857748,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.857748,1.0,0.079461,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.857748,1.0,0.036501,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.857748,1.0,0.029132
tiny_text_fact_qa,317,rope_relative,rope,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.08247,1.299601,0.857748,1.887343,6.601807,0.916667,0.958333,0.154323,0.156973,0.759694,0.857748,1.0,0.114953,2.224322,9.24721,0.666667,0.833333,0.115575,0.118302,0.548365,0.857748,1.0,0.073402,2.545981,12.755729,0.333333,0.625,0.082551,0.092256,0.241078,0.857748,1.0,0.056947
phase_cued_retrieval,317,phasewrap_bias,phasewrap_bias,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.243523,0.702684,0.857658,1.531561,4.625391,0.75,0.847222,0.218725,0.232312,0.517688,0.857658,0.833333,0.032339,1.641804,5.164477,0.5,0.680556,0.196944,0.210502,0.289498,0.857658,0.5,0.011755,1.654561,5.230783,0.5,0.676389,0.197065,0.22476,0.417892,0.857658,0.5,0.010119
exact_offset_passkey,317,phasewrap_bias,phasewrap_bias,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.243523,0.702684,0.857658,27.631021,999999999999.999,0.0,0.014271,0.0,1.0,1.0,0.857658,1.0,0.035198,27.631021,999999999999.999,0.0,0.023053,0.0,1.0,1.0,0.857658,1.0,0.011124,27.631021,999999999999.999,0.0,0.114136,0.0,1.0,1.0,0.857658,1.0,0.010969
tiny_text_fact_qa,317,phasewrap_bias,phasewrap_bias,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.243523,0.702684,0.857658,2.575997,13.14442,0.083333,0.398611,0.078761,0.188567,0.105234,0.857658,1.0,0.050578,2.885786,17.917646,0.333333,0.413283,0.078161,0.16777,0.165563,0.857658,1.0,0.026334,3.351428,28.54346,0.083333,0.214234,0.048875,0.129573,0.177765,0.857658,1.0,0.018736
phase_cued_retrieval,317,phasewrap_adapter,phasewrap_adapter,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.189825,0.702844,0.857665,1.527698,4.607557,0.75,0.847222,0.219422,0.232657,0.517343,0.857665,0.833333,0.033769,1.637006,5.139756,0.5,0.680556,0.197708,0.210327,0.289673,0.857665,0.5,0.011341,1.652923,5.222221,0.5,0.673611,0.197198,0.223936,0.418565,0.857665,0.5,0.009655
exact_offset_passkey,317,phasewrap_adapter,phasewrap_adapter,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.189825,0.702844,0.857665,27.631021,999999999999.999,0.0,0.014301,0.0,1.0,1.0,0.857665,1.0,0.036864,27.631021,999999999999.999,0.0,0.023152,0.0,1.0,1.0,0.857665,1.0,0.011764,27.631021,999999999999.999,0.0,0.114176,0.0,1.0,1.0,0.857665,1.0,0.011502
tiny_text_fact_qa,317,phasewrap_adapter,phasewrap_adapter,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.189825,0.702844,0.857665,2.547603,12.776443,0.083333,0.4125,0.080996,0.19063,0.107297,0.857665,1.0,0.052477,2.846523,17.227771,0.333333,0.422421,0.080157,0.170301,0.163033,0.857665,1.0,0.027672,3.332915,28.019914,0.083333,0.217885,0.048587,0.128813,0.178361,0.857665,1.0,0.019447
phase_cued_retrieval,331,no_position,no_position,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.437979,1.0,0.857632,1.463418,4.320703,0.833333,0.916667,0.234106,0.236744,0.648859,0.857632,1.0,0.046901,1.557447,4.746688,1.0,1.0,0.211763,0.211763,0.788237,0.857632,1.0,0.024525,1.526545,4.60225,0.75,0.875,0.21963,0.245459,0.561561,0.857632,0.833333,0.018084
exact_offset_passkey,331,no_position,no_position,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.437979,1.0,0.857632,25.328436,99999999999.9998,0.083333,0.094244,0.083333,1.0,0.916667,0.857632,1.0,0.05897,27.631021,999999999999.999,0.0,0.019921,0.0,1.0,1.0,0.857632,1.0,0.025113,27.631021,999999999999.999,0.0,0.045156,0.0,1.0,1.0,0.857632,1.0,0.016712
tiny_text_fact_qa,331,no_position,no_position,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.437979,1.0,0.857632,2.174559,8.798301,0.333333,0.631944,0.119999,0.146753,0.202043,0.857632,1.0,0.087491,2.714724,15.100441,0.166667,0.5,0.066521,0.09316,0.157109,0.857632,1.0,0.056068,2.835875,17.045316,0.333333,0.498016,0.062864,0.084437,0.248897,0.857632,1.0,0.038118
phase_cued_retrieval,331,sinusoidal,sinusoidal,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,3.153951,1.299276,0.857801,1.385412,3.996472,0.833333,0.916667,0.253992,0.255844,0.577489,0.857801,0.916667,0.132281,1.511692,4.534396,0.833333,0.916667,0.222457,0.223331,0.610003,0.857801,0.833333,0.040048,1.504487,4.501845,0.75,0.861111,0.22601,0.250377,0.499623,0.857801,0.916667,0.024583
exact_offset_passkey,331,sinusoidal,sinusoidal,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,3.153951,1.299276,0.857801,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.857801,1.0,0.166583,4.60517,100.0,0.833333,0.837607,0.833333,1.0,0.166667,0.857801,1.0,0.083767,2.302585,10.0,0.916667,0.91791,0.916667,1.0,0.083333,0.857801,1.0,0.056509
tiny_text_fact_qa,331,sinusoidal,sinusoidal,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,3.153951,1.299276,0.857801,1.422537,4.14763,1.0,1.0,0.243388,0.243388,0.756612,0.857801,1.0,0.230404,1.808104,6.098871,1.0,1.0,0.164627,0.164627,0.835373,0.857801,1.0,0.162335,2.045971,7.736664,0.916667,0.958333,0.131199,0.134285,0.782382,0.857801,1.0,0.116712
phase_cued_retrieval,331,alibi,alibi,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.496164,0.704105,0.857637,1.425911,4.161647,0.916667,0.958333,0.243126,0.243728,0.672939,0.857637,1.0,0.046176,1.54221,4.674912,1.0,1.0,0.214656,0.214656,0.785344,0.857637,1.0,0.020592,1.500028,4.481815,0.75,0.875,0.224981,0.248753,0.559248,0.857637,0.833333,0.014617
exact_offset_passkey,331,alibi,alibi,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.496164,0.704105,0.857637,27.631021,999999999999.999,0.0,0.011717,0.0,1.0,1.0,0.857637,1.0,0.057197,27.631021,999999999999.999,0.0,0.019934,0.0,1.0,1.0,0.857637,1.0,0.026343,27.631021,999999999999.999,0.0,0.045538,0.0,1.0,1.0,0.857637,1.0,0.01586
tiny_text_fact_qa,331,alibi,alibi,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.496164,0.704105,0.857637,2.311858,10.093165,0.5,0.694444,0.105985,0.145279,0.354721,0.857637,1.0,0.080056,2.823082,16.828633,0.333333,0.569444,0.059606,0.093855,0.325043,0.857637,1.0,0.05334,2.989457,19.874893,0.25,0.438294,0.053531,0.081318,0.203151,0.857637,1.0,0.033911
phase_cued_retrieval,331,rope_relative,rope,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.041262,1.299645,0.857711,1.453417,4.277706,0.916667,0.958333,0.236668,0.238352,0.730579,0.857711,1.0,0.064257,1.568956,4.801634,1.0,1.0,0.209354,0.209354,0.790646,0.857711,1.0,0.024892,1.526039,4.59992,0.75,0.875,0.219539,0.244071,0.563039,0.857711,0.833333,0.015671
exact_offset_passkey,331,rope_relative,rope,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.041262,1.299645,0.857711,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.857711,1.0,0.082437,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.857711,1.0,0.037325,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.857711,1.0,0.026072
tiny_text_fact_qa,331,rope_relative,rope,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,4.041262,1.299645,0.857711,1.897949,6.672199,0.666667,0.819444,0.155375,0.166773,0.499894,0.857711,1.0,0.120226,2.34491,10.43233,0.666667,0.833333,0.096334,0.111899,0.554767,0.857711,1.0,0.082446,2.517707,12.400128,0.5,0.736111,0.084177,0.093447,0.406553,0.857711,1.0,0.058283
phase_cued_retrieval,331,phasewrap_bias,phasewrap_bias,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.157926,0.702556,0.857542,1.481713,4.400476,0.833333,0.875,0.233945,0.246289,0.587045,0.857542,0.833333,0.024751,1.704237,5.497189,0.5,0.666667,0.190668,0.224528,0.337261,0.857542,0.5,0.012071,1.654716,5.231592,0.5,0.641667,0.202309,0.261597,0.365066,0.857542,0.5,0.008956
exact_offset_passkey,331,phasewrap_bias,phasewrap_bias,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.157926,0.702556,0.857542,27.631021,999999999999.999,0.0,0.011665,0.0,1.0,1.0,0.857542,1.0,0.032985,27.631021,999999999999.999,0.0,0.02002,0.0,1.0,1.0,0.857542,1.0,0.013716,27.631021,999999999999.999,0.0,0.045156,0.0,1.0,1.0,0.857542,1.0,0.008758
tiny_text_fact_qa,331,phasewrap_bias,phasewrap_bias,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.157926,0.702556,0.857542,2.512741,12.338698,0.166667,0.390278,0.09394,0.171879,0.120503,0.857542,1.0,0.050392,3.23138,25.31456,0.0,0.135119,0.039848,0.140629,0.140629,0.857542,1.0,0.030076,3.446742,31.397926,0.0,0.145162,0.033952,0.126186,0.126186,0.857542,1.0,0.018905
phase_cued_retrieval,331,phasewrap_adapter,phasewrap_adapter,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.122322,0.702682,0.857578,1.469703,4.347941,0.833333,0.875,0.236617,0.248745,0.584588,0.857578,0.833333,0.025539,1.694213,5.44236,0.5,0.666667,0.192329,0.225184,0.336501,0.857578,0.5,0.01174,1.648911,5.201314,0.5,0.6375,0.203165,0.261823,0.364292,0.857578,0.5,0.008611
exact_offset_passkey,331,phasewrap_adapter,phasewrap_adapter,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.122322,0.702682,0.857578,27.631021,999999999999.999,0.0,0.011665,0.0,1.0,1.0,0.857578,1.0,0.034292,27.631021,999999999999.999,0.0,0.020055,0.0,1.0,1.0,0.857578,1.0,0.014433,27.631021,999999999999.999,0.0,0.046347,0.0,1.0,1.0,0.857578,1.0,0.009243
tiny_text_fact_qa,331,phasewrap_adapter,phasewrap_adapter,10,0.03,0.7,0.6,1.0,1.0,full_batch_adam_dual_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,5.122322,0.702682,0.857578,2.5085,12.286487,0.166667,0.397222,0.093886,0.169847,0.11921,0.857578,1.0,0.051566,3.236698,25.449559,0.0,0.13254,0.039615,0.139648,0.139648,0.857578,1.0,0.030564,3.448893,31.465536,0.0,0.146785,0.033728,0.123839,0.123839,0.857578,1.0,0.019465
