task,seed,method,stage10_method_alias,train_row_count,validation_row_count,test_row_count,selected_position_scale,selected_cue_scale,selected_distance_scale,validation_selection_metrics,train_loss,train_perplexity,train_top1_accuracy,train_mrr,train_mean_target_probability,train_mean_top1_confidence,train_expected_calibration_error,validation_loss,validation_perplexity,validation_top1_accuracy,validation_mrr,validation_mean_target_probability,validation_mean_top1_confidence,validation_expected_calibration_error,test_loss,test_perplexity,test_top1_accuracy,test_mrr,test_mean_target_probability,test_mean_top1_confidence,test_expected_calibration_error
exact_offset_passkey,317,phasewrap_bias,phasewrap_bias,4,2,4,1.0,8.0,8.0,"{'row_count': 2.0, 'loss': 2.150115, 'perplexity': 8.585842, 'top1_accuracy': 0.5, 'mrr': 0.75, 'mean_target_probability': 0.503249, 'mean_top1_confidence': 0.989276, 'expected_calibration_error': 0.489276}",0.006938,1.006962,1.0,1.0,0.993109,0.993109,0.006891,2.150115,8.585842,0.5,0.75,0.503249,0.989276,0.489276,3.249115,25.767536,0.25,0.520833,0.244126,0.878071,0.628071
exact_offset_passkey,317,phasewrap_adapter,phasewrap_adapter,4,2,4,2.0,8.0,8.0,"{'row_count': 2.0, 'loss': 1.838856, 'perplexity': 6.289339, 'top1_accuracy': 0.5, 'mrr': 0.75, 'mean_target_probability': 0.507258, 'mean_top1_confidence': 0.978539, 'expected_calibration_error': 0.478539}",0.004952,1.004964,1.0,1.0,0.995072,0.995072,0.004928,1.838856,6.289339,0.5,0.75,0.507258,0.978539,0.478539,2.788433,16.255535,0.25,0.508333,0.278625,0.845457,0.595457
exact_offset_passkey,331,no_position,no_position,4,2,4,0.0,24.0,8.0,"{'row_count': 2.0, 'loss': 0.018432, 'perplexity': 1.018603, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.981904, 'mean_top1_confidence': 0.981904, 'expected_calibration_error': 0.018096}",9.576438,14420.954374,0.5,0.75,0.5,1.0,0.5,0.018432,1.018603,1.0,1.0,0.981904,0.981904,0.018096,17.180804,28941989.218293,0.0,0.3125,0.003742,0.967714,0.967714
exact_offset_passkey,331,sinusoidal,sinusoidal,4,2,4,12.0,12.0,8.0,"{'row_count': 2.0, 'loss': 4.7e-05, 'perplexity': 1.000047, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.999953, 'mean_top1_confidence': 0.999953, 'expected_calibration_error': 4.7e-05}",0.737041,2.089743,0.5,0.75,0.631604,0.868396,0.368396,4.7e-05,1.000047,1.0,1.0,0.999953,0.999953,4.7e-05,3.85755,47.349197,0.0,0.458333,0.02462,0.856602,0.856602
exact_offset_passkey,331,alibi,alibi,4,2,4,0.0,24.0,8.0,"{'row_count': 2.0, 'loss': 0.018432, 'perplexity': 1.018603, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.981904, 'mean_top1_confidence': 0.981904, 'expected_calibration_error': 0.018096}",9.576438,14420.954374,0.5,0.75,0.5,1.0,0.5,0.018432,1.018603,1.0,1.0,0.981904,0.981904,0.018096,17.180804,28941989.218293,0.0,0.3125,0.003742,0.967714,0.967714
exact_offset_passkey,331,rope_relative,rope,4,2,4,12.0,16.0,8.0,"{'row_count': 2.0, 'loss': 4.4e-05, 'perplexity': 1.000044, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.999956, 'mean_top1_confidence': 0.999956, 'expected_calibration_error': 4.4e-05}",2.552022,12.833027,0.5,0.75,0.503842,0.996158,0.496158,4.4e-05,1.000044,1.0,1.0,0.999956,0.999956,4.4e-05,5.69078,296.124617,0.25,0.625,0.16649,0.915516,0.833451
exact_offset_passkey,331,phasewrap_bias,phasewrap_bias,4,2,4,4.0,24.0,8.0,"{'row_count': 2.0, 'loss': 0.00323, 'perplexity': 1.003235, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.996781, 'mean_top1_confidence': 0.996781, 'expected_calibration_error': 0.003219}",8.697759,5989.473653,0.5,0.75,0.499999,0.999999,0.499999,0.00323,1.003235,1.0,1.0,0.996781,0.996781,0.003219,15.440787,5079824.124984,0.0,0.3125,0.02024,0.953123,0.953123
exact_offset_passkey,331,phasewrap_adapter,phasewrap_adapter,4,2,4,4.0,24.0,8.0,"{'row_count': 2.0, 'loss': 0.002146, 'perplexity': 1.002148, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.997859, 'mean_top1_confidence': 0.997859, 'expected_calibration_error': 0.002141}",8.394813,4424.061346,0.5,0.75,0.499999,0.999999,0.499999,0.002146,1.002148,1.0,1.0,0.997859,0.997859,0.002141,15.100351,3614090.077,0.0,0.3125,0.031019,0.937317,0.937317
tiny_text_fact_qa,307,no_position,no_position,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,307,sinusoidal,sinusoidal,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,307,alibi,alibi,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,307,rope_relative,rope,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,307,phasewrap_bias,phasewrap_bias,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,307,phasewrap_adapter,phasewrap_adapter,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,311,no_position,no_position,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,311,sinusoidal,sinusoidal,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,311,alibi,alibi,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,311,rope_relative,rope,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,311,phasewrap_bias,phasewrap_bias,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,311,phasewrap_adapter,phasewrap_adapter,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,313,no_position,no_position,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,313,sinusoidal,sinusoidal,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,313,alibi,alibi,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,313,rope_relative,rope,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,313,phasewrap_bias,phasewrap_bias,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,313,phasewrap_adapter,phasewrap_adapter,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.783874,2.189939,0.75,0.763889,0.76087,0.771739,0.021739,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,317,no_position,no_position,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 1.485207, 'perplexity': 4.41588, 'top1_accuracy': 0.5, 'mrr': 0.583333, 'mean_target_probability': 0.525641, 'mean_top1_confidence': 0.525641, 'expected_calibration_error': 0.025641}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.485207,4.41588,0.5,0.583333,0.525641,0.525641,0.025641,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,317,sinusoidal,sinusoidal,4,2,4,12.0,12.0,0.0,"{'row_count': 2.0, 'loss': 0.016849, 'perplexity': 1.016992, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.983431, 'mean_top1_confidence': 0.983431, 'expected_calibration_error': 0.016569}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.016849,1.016992,1.0,1.0,0.983431,0.983431,0.016569,5e-06,1.000005,1.0,1.0,0.999995,0.999995,5e-06
tiny_text_fact_qa,317,alibi,alibi,4,2,4,1.0,24.0,0.0,"{'row_count': 2.0, 'loss': 1.434317, 'perplexity': 4.196776, 'top1_accuracy': 0.5, 'mrr': 0.625, 'mean_target_probability': 0.528388, 'mean_top1_confidence': 0.534372, 'expected_calibration_error': 0.034372}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.434317,4.196776,0.5,0.625,0.528388,0.534372,0.034372,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,317,rope_relative,rope,4,2,4,12.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.574422, 'perplexity': 1.776103, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.658502, 'mean_top1_confidence': 0.658502, 'expected_calibration_error': 0.341498}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.574422,1.776103,1.0,1.0,0.658502,0.658502,0.341498,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,317,phasewrap_bias,phasewrap_bias,4,2,4,8.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.732505, 'perplexity': 2.080285, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.601879, 'mean_top1_confidence': 0.601879, 'expected_calibration_error': 0.398121}",0.024543,1.024846,1.0,1.0,0.975756,0.975756,0.024244,0.732505,2.080285,1.0,1.0,0.601879,0.601879,0.398121,0.054379,1.055885,1.0,1.0,0.947089,0.947089,0.052911
tiny_text_fact_qa,317,phasewrap_adapter,phasewrap_adapter,4,2,4,8.0,24.0,0.0,"{'row_count': 2.0, 'loss': 0.637055, 'perplexity': 1.890904, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.631433, 'mean_top1_confidence': 0.631433, 'expected_calibration_error': 0.368567}",0.017264,1.017414,1.0,1.0,0.982885,0.982885,0.017115,0.637055,1.890904,1.0,1.0,0.631433,0.631433,0.368567,0.034498,1.0351,1.0,1.0,0.966101,0.966101,0.033899
tiny_text_fact_qa,331,no_position,no_position,4,2,4,0.0,24.0,0.0,"{'row_count': 2.0, 'loss': 1.831781, 'perplexity': 6.244998, 'top1_accuracy': 0.5, 'mrr': 0.517857, 'mean_target_probability': 0.512821, 'mean_top1_confidence': 0.525641, 'expected_calibration_error': 0.025641}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.831781,6.244998,0.5,0.517857,0.512821,0.525641,0.025641,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,331,sinusoidal,sinusoidal,4,2,4,12.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.024302, 'perplexity': 1.024599, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.97628, 'mean_top1_confidence': 0.97628, 'expected_calibration_error': 0.02372}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.024302,1.024599,1.0,1.0,0.97628,0.97628,0.02372,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,331,alibi,alibi,4,2,4,0.5,24.0,0.0,"{'row_count': 2.0, 'loss': 1.913898, 'perplexity': 6.779464, 'top1_accuracy': 0.5, 'mrr': 0.518519, 'mean_target_probability': 0.510879, 'mean_top1_confidence': 0.528906, 'expected_calibration_error': 0.028906}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.913898,6.779464,0.5,0.518519,0.510879,0.528906,0.028906,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,331,rope_relative,rope,4,2,4,12.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.587243, 'perplexity': 1.799021, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.654489, 'mean_top1_confidence': 0.654489, 'expected_calibration_error': 0.345511}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.587243,1.799021,1.0,1.0,0.654489,0.654489,0.345511,0.0,1.0,1.0,1.0,1.0,1.0,0.0
tiny_text_fact_qa,331,phasewrap_bias,phasewrap_bias,4,2,4,8.0,24.0,0.0,"{'row_count': 2.0, 'loss': 10.517338, 'perplexity': 36950.621279, 'top1_accuracy': 0.5, 'mrr': 0.522727, 'mean_target_probability': 0.482035, 'mean_top1_confidence': 0.571919, 'expected_calibration_error': 0.107849}",0.025331,1.025655,1.0,1.0,0.975014,0.975014,0.024986,10.517338,36950.621279,0.5,0.522727,0.482035,0.571919,0.107849,0.052243,1.053631,1.0,1.0,0.949134,0.949134,0.050866
tiny_text_fact_qa,331,phasewrap_adapter,phasewrap_adapter,4,2,4,4.0,24.0,0.0,"{'row_count': 2.0, 'loss': 5.59533, 'perplexity': 269.166384, 'top1_accuracy': 0.5, 'mrr': 0.52381, 'mean_target_probability': 0.500006, 'mean_top1_confidence': 0.593385, 'expected_calibration_error': 0.093387}",2e-06,1.000002,1.0,1.0,0.999998,0.999998,2e-06,5.59533,269.166384,0.5,0.52381,0.500006,0.593385,0.093387,3e-06,1.000003,1.0,1.0,0.999997,0.999997,3e-06
