task,seed,method,stage10_method_alias,epochs,learning_rate,optimizer,train_row_count,validation_row_count,test_row_count,final_training_loss,learned_position_scale,learned_copy_gate,train_loss,train_perplexity,train_top1_accuracy,train_mrr,train_mean_target_probability,train_mean_top1_confidence,train_expected_calibration_error,train_mean_copy_gate,validation_loss,validation_perplexity,validation_top1_accuracy,validation_mrr,validation_mean_target_probability,validation_mean_top1_confidence,validation_expected_calibration_error,validation_mean_copy_gate,test_loss,test_perplexity,test_top1_accuracy,test_mrr,test_mean_target_probability,test_mean_top1_confidence,test_expected_calibration_error,test_mean_copy_gate
tiny_text_fact_qa,313,rope_relative,rope,35,0.03,full_batch_adam,4,2,4,0.080379,0.733061,0.924565,0.078431,1.081589,1.0,1.0,0.924565,0.924565,0.075435,0.924565,0.078449,1.081608,1.0,1.0,0.92455,0.92455,0.07545,0.924565,5.136206,170.069385,0.75,0.751953,0.693418,0.92456,0.17456,0.924565
tiny_text_fact_qa,313,phasewrap_bias,phasewrap_bias,35,0.03,full_batch_adam,4,2,4,0.080316,-0.657818,0.924622,0.078371,1.081523,1.0,1.0,0.924622,0.924622,0.075378,0.924622,0.078371,1.081524,1.0,1.0,0.924621,0.924621,0.075379,0.924622,3.927456,50.777645,0.75,0.751953,0.693466,0.924622,0.174622,0.924622
tiny_text_fact_qa,313,phasewrap_adapter,phasewrap_adapter,35,0.03,full_batch_adam,4,2,4,0.080312,-0.660098,0.924628,0.078364,1.081517,1.0,1.0,0.924628,0.924628,0.075372,0.924628,0.078365,1.081517,1.0,1.0,0.924627,0.924627,0.075373,0.924628,3.974611,53.229424,0.75,0.751953,0.693471,0.924627,0.174627,0.924628
tiny_text_fact_qa,317,no_position,no_position,35,0.03,full_batch_adam,4,2,4,0.080274,-0.064019,0.924679,0.078309,1.081457,1.0,1.0,0.924679,0.924679,0.075321,0.924679,0.078319,1.081468,1.0,1.0,0.924669,0.924669,0.075331,0.924679,0.078334,1.081484,1.0,1.0,0.924655,0.924655,0.075345,0.924679
tiny_text_fact_qa,317,sinusoidal,sinusoidal,35,0.03,full_batch_adam,4,2,4,0.080245,0.637848,0.924689,0.078298,1.081445,1.0,1.0,0.924689,0.924689,0.075311,0.924689,0.0783,1.081447,1.0,1.0,0.924687,0.924687,0.075313,0.924689,0.078301,1.081449,1.0,1.0,0.924686,0.924686,0.075314,0.924689
tiny_text_fact_qa,317,alibi,alibi,35,0.03,full_batch_adam,4,2,4,0.080273,0.768955,0.924679,0.078308,1.081456,1.0,1.0,0.924679,0.924679,0.075321,0.924679,0.078313,1.081461,1.0,1.0,0.924675,0.924675,0.075325,0.924679,0.078319,1.081467,1.0,1.0,0.924669,0.924669,0.075331,0.924679
tiny_text_fact_qa,317,rope_relative,rope,35,0.03,full_batch_adam,4,2,4,0.080261,0.644278,0.924685,0.078302,1.081449,1.0,1.0,0.924685,0.924685,0.075315,0.924685,0.078309,1.081457,1.0,1.0,0.924679,0.924679,0.075321,0.924685,0.078318,1.081466,1.0,1.0,0.924671,0.924671,0.075329,0.924685
tiny_text_fact_qa,317,phasewrap_bias,phasewrap_bias,35,0.03,full_batch_adam,4,2,4,0.080457,-0.683995,0.924497,0.078506,1.081669,1.0,1.0,0.924497,0.924497,0.075503,0.924497,0.078522,1.081688,1.0,1.0,0.924481,0.924481,0.075519,0.924497,0.078542,1.081708,1.0,1.0,0.924464,0.924464,0.075536,0.924497
tiny_text_fact_qa,317,phasewrap_adapter,phasewrap_adapter,35,0.03,full_batch_adam,4,2,4,0.080429,-0.653277,0.924525,0.078475,1.081637,1.0,1.0,0.924525,0.924525,0.075475,0.924525,0.078495,1.081658,1.0,1.0,0.924507,0.924507,0.075493,0.924525,0.078517,1.081682,1.0,1.0,0.924486,0.924486,0.075514,0.924525
tiny_text_fact_qa,331,no_position,no_position,35,0.03,full_batch_adam,4,2,4,0.353309,0.009162,0.923771,0.34973,1.418684,1.0,1.0,0.731973,0.731973,0.268027,0.923771,0.079291,1.082519,1.0,1.0,0.923771,0.923771,0.076229,0.923771,0.170857,1.186322,1.0,1.0,0.852945,0.852945,0.147055,0.923771
tiny_text_fact_qa,331,sinusoidal,sinusoidal,35,0.03,full_batch_adam,4,2,4,0.209702,0.821445,0.923629,0.203848,1.226111,1.0,1.0,0.821908,0.821908,0.178092,0.923629,0.079445,1.082686,1.0,1.0,0.923629,0.923629,0.076371,0.923629,0.124956,1.133098,1.0,1.0,0.885198,0.885198,0.114802,0.923629
tiny_text_fact_qa,331,alibi,alibi,35,0.03,full_batch_adam,4,2,4,0.339474,-0.709647,0.923743,0.34098,1.406324,1.0,1.0,0.736882,0.736882,0.263118,0.923743,0.079321,1.082552,1.0,1.0,0.923743,0.923743,0.076257,0.923743,0.156773,1.16973,1.0,1.0,0.862219,0.862219,0.137781,0.923743
tiny_text_fact_qa,331,rope_relative,rope,35,0.03,full_batch_adam,4,2,4,0.308012,0.841861,0.92373,0.30299,1.3539,1.0,1.0,0.757891,0.757891,0.242109,0.92373,0.079336,1.082568,1.0,1.0,0.92373,0.92373,0.07627,0.92373,0.157834,1.170972,1.0,1.0,0.861499,0.861499,0.138501,0.92373
tiny_text_fact_qa,331,phasewrap_bias,phasewrap_bias,35,0.03,full_batch_adam,4,2,4,0.335153,-0.67733,0.92372,0.340554,1.405726,1.0,1.0,0.738553,0.738553,0.261447,0.92372,0.079347,1.08258,1.0,1.0,0.92372,0.92372,0.07628,0.92372,0.161787,1.17561,1.0,1.0,0.85885,0.85885,0.14115,0.92372
tiny_text_fact_qa,331,phasewrap_adapter,phasewrap_adapter,35,0.03,full_batch_adam,4,2,4,0.345446,-0.610199,0.923728,0.351127,1.420668,1.0,1.0,0.732952,0.732952,0.267048,0.923728,0.079337,1.08257,1.0,1.0,0.923728,0.923728,0.076272,0.923728,0.164025,1.178244,1.0,1.0,0.857372,0.857372,0.142628,0.923728
