example_id,seed,task,sequence_length,reference_delta,target_deltas,target_rule,phasewrap_rope_8_12_first_relevant_rank,phasewrap_rope_8_12_target_probability_mass,rope_relative_first_relevant_rank,rope_relative_target_probability_mass,alibi_first_relevant_rank,alibi_target_probability_mass,sinusoidal_first_relevant_rank,sinusoidal_target_probability_mass,no_position_first_relevant_rank,no_position_target_probability_mass
multi_needle_seed421_L512_001,421,multi_needle,512,28,28,third same-token occurrence in increasing delta order,11,0.02352759,1,0.08908441,3,0.07025458,1,0.10848622,16,0.05202366
aggregation_seed421_L512_001,421,aggregation,512,322,322;344,two explicit offsets selected by the aggregation packet generator,9,0.0423464,1,0.14060286,11,0.08213488,1,0.14442728,7,0.09891419
passkey_exact_seed421_L512_002,421,passkey_exact,512,321,321,exact passkey offset chosen by RNG and exposed as the query offset,9,0.01760108,1,0.09510788,11,0.04664219,1,0.11663333,7,0.05487118
multi_needle_seed421_L512_002,421,multi_needle,512,46,46,third same-token occurrence in increasing delta order,7,0.02470642,1,0.08800273,3,0.07295074,1,0.09769631,16,0.05202366
aggregation_seed421_L512_002,421,aggregation,512,176,176;211,two explicit offsets selected by the aggregation packet generator,13,0.02755207,1,0.13834198,7,0.10772067,1,0.15474118,12,0.09891419
passkey_exact_seed421_L512_003,421,passkey_exact,512,375,375,exact passkey offset chosen by RNG and exposed as the query offset,10,0.01876188,1,0.09120688,10,0.04610999,1,0.11399283,8,0.05487118
multi_needle_seed421_L512_003,421,multi_needle,512,123,123,third same-token occurrence in increasing delta order,9,0.01369321,1,0.09287047,3,0.06656172,1,0.11105155,16,0.05202366
aggregation_seed421_L512_003,421,aggregation,512,340,340;365,two explicit offsets selected by the aggregation packet generator,10,0.03312605,1,0.13628848,14,0.07881462,1,0.15910258,5,0.09891419
passkey_exact_seed421_L1024_000,421,passkey_exact,1024,183,183,exact passkey offset chosen by RNG and exposed as the query offset,23,0.00754453,1,0.05441285,5,0.03874898,1,0.06875151,29,0.02820559
multi_needle_seed421_L1024_000,421,multi_needle,1024,63,63,third same-token occurrence in increasing delta order,18,0.01013655,1,0.05082526,3,0.03740157,1,0.06192265,34,0.02601015
aggregation_seed421_L1024_000,421,aggregation,1024,383,383;482,two explicit offsets selected by the aggregation packet generator,11,0.03705291,1,0.08075835,12,0.05634887,1,0.08502395,22,0.0520203
passkey_exact_seed421_L1024_001,421,passkey_exact,1024,301,301,exact passkey offset chosen by RNG and exposed as the query offset,23,0.00727314,1,0.05099016,12,0.03085841,1,0.0599497,22,0.02820559
multi_needle_seed421_L1024_001,421,multi_needle,1024,75,75,third same-token occurrence in increasing delta order,18,0.00940673,1,0.05184808,3,0.03686256,1,0.06078939,34,0.02601015
aggregation_seed421_L1024_001,421,aggregation,1024,214,214;279,two explicit offsets selected by the aggregation packet generator,21,0.0170619,1,0.07794822,12,0.06038276,1,0.08697017,23,0.0520203
passkey_exact_seed421_L1024_002,421,passkey_exact,1024,218,218,exact passkey offset chosen by RNG and exposed as the query offset,21,0.00973701,1,0.05097661,9,0.03527923,1,0.06296181,25,0.02820559
multi_needle_seed421_L1024_002,421,multi_needle,1024,89,89,third same-token occurrence in increasing delta order,20,0.01557615,1,0.05167579,3,0.03927013,1,0.06339167,34,0.02601015
aggregation_seed421_L1024_002,421,aggregation,1024,249,249;292,two explicit offsets selected by the aggregation packet generator,2,0.10916854,1,0.07991618,9,0.06131285,1,0.09426253,25,0.0520203
passkey_exact_seed421_L1024_003,421,passkey_exact,1024,222,222,exact passkey offset chosen by RNG and exposed as the query offset,22,0.00814058,1,0.05312538,10,0.03499879,1,0.06793111,24,0.02820559
multi_needle_seed421_L1024_003,421,multi_needle,1024,62,62,third same-token occurrence in increasing delta order,19,0.0089439,1,0.0528476,3,0.03933637,1,0.06627221,34,0.02601015
aggregation_seed421_L1024_003,421,aggregation,1024,801,801;860,two explicit offsets selected by the aggregation packet generator,22,0.01611251,1,0.07636456,24,0.03973535,1,0.09112102,9,0.0520203
passkey_exact_seed421_L2048_000,421,passkey_exact,2048,879,879,exact passkey offset chosen by RNG and exposed as the query offset,22,0.00850159,1,0.05488158,12,0.02765087,1,0.06826072,22,0.02632119
multi_needle_seed421_L2048_000,421,multi_needle,2048,119,119,third same-token occurrence in increasing delta order,23,0.00811052,1,0.05060841,3,0.03615336,1,0.05997306,34,0.02439931
aggregation_seed421_L2048_000,421,aggregation,2048,1694,1694;1854,two explicit offsets selected by the aggregation packet generator,20,0.01350074,1,0.07656959,32,0.0309679,1,0.08880771,4,0.04879861
passkey_exact_seed421_L2048_001,421,passkey_exact,2048,874,874,exact passkey offset chosen by RNG and exposed as the query offset,19,0.00973189,1,0.05336673,18,0.02493697,1,0.06601443,16,0.02632119
multi_needle_seed421_L2048_001,421,multi_needle,2048,61,61,third same-token occurrence in increasing delta order,16,0.01023846,1,0.05160397,3,0.03432531,1,0.06402033,34,0.02439931
aggregation_seed421_L2048_001,421,aggregation,2048,1749,1749;1843,two explicit offsets selected by the aggregation packet generator,10,0.02428379,1,0.07499393,26,0.03336536,1,0.08881067,7,0.04879861
passkey_exact_seed421_L2048_002,421,passkey_exact,2048,476,476,exact passkey offset chosen by RNG and exposed as the query offset,17,0.00904412,1,0.05297488,11,0.03136035,1,0.06911176,23,0.02632119
multi_needle_seed421_L2048_002,421,multi_needle,2048,110,110,third same-token occurrence in increasing delta order,21,0.00666361,1,0.05502947,3,0.0368904,1,0.06361656,34,0.02439931
aggregation_seed421_L2048_002,421,aggregation,2048,1323,1323;1350,two explicit offsets selected by the aggregation packet generator,9,0.0346976,1,0.07772318,20,0.04000489,1,0.09560588,16,0.04879861
passkey_exact_seed421_L2048_003,421,passkey_exact,2048,1548,1548,exact passkey offset chosen by RNG and exposed as the query offset,18,0.00837398,1,0.05678506,28,0.01862484,1,0.06901542,6,0.02632119
multi_needle_seed421_L2048_003,421,multi_needle,2048,191,191,third same-token occurrence in increasing delta order,20,0.00822366,1,0.05097598,3,0.0359922,1,0.06341551,34,0.02439931
aggregation_seed421_L2048_003,421,aggregation,2048,1179,1179;1316,two explicit offsets selected by the aggregation packet generator,19,0.01565693,1,0.08294005,22,0.04143045,1,0.09213672,14,0.04879861
passkey_exact_seed421_L4096_000,421,passkey_exact,4096,3475,3475,exact passkey offset chosen by RNG and exposed as the query offset,17,0.00796591,1,0.05273251,29,0.01570705,1,0.0575972,5,0.02321872
multi_needle_seed421_L4096_000,421,multi_needle,4096,459,459,third same-token occurrence in increasing delta order,24,0.00746732,1,0.04902027,3,0.0307783,1,0.05701869,34,0.02171022
aggregation_seed421_L4096_000,421,aggregation,4096,2499,2499;2915,two explicit offsets selected by the aggregation packet generator,18,0.01213182,1,0.0704883,22,0.03571251,1,0.08498419,9,0.04342044
passkey_exact_seed421_L4096_001,421,passkey_exact,4096,3150,3150,exact passkey offset chosen by RNG and exposed as the query offset,21,0.00917311,1,0.05052524,26,0.01731193,1,0.05611771,8,0.02321872
multi_needle_seed421_L4096_001,421,multi_needle,4096,445,445,third same-token occurrence in increasing delta order,15,0.01068492,1,0.05104497,3,0.03193594,1,0.05527059,34,0.02171022
aggregation_seed421_L4096_001,421,aggregation,4096,1285,1285;1369,two explicit offsets selected by the aggregation packet generator,19,0.01551619,1,0.06803346,14,0.04723481,1,0.07483189,21,0.04342044
passkey_exact_seed421_L4096_002,421,passkey_exact,4096,3150,3150,exact passkey offset chosen by RNG and exposed as the query offset,16,0.00720104,1,0.05228098,26,0.01663192,1,0.06262143,8,0.02321872
multi_needle_seed421_L4096_002,421,multi_needle,4096,134,134,third same-token occurrence in increasing delta order,24,0.00785458,1,0.04987923,3,0.03240785,1,0.05543415,34,0.02171022
aggregation_seed421_L4096_002,421,aggregation,4096,2637,2637;3005,two explicit offsets selected by the aggregation packet generator,19,0.01171971,1,0.06899018,19,0.03626715,1,0.07247431,13,0.04342044
passkey_exact_seed421_L4096_003,421,passkey_exact,4096,3453,3453,exact passkey offset chosen by RNG and exposed as the query offset,21,0.00791218,1,0.05075298,27,0.01569282,1,0.05537147,7,0.02321872
multi_needle_seed421_L4096_003,421,multi_needle,4096,217,217,third same-token occurrence in increasing delta order,17,0.00808758,1,0.0486314,3,0.03163556,1,0.05555071,34,0.02171022
aggregation_seed421_L4096_003,421,aggregation,4096,2702,2702;3130,two explicit offsets selected by the aggregation packet generator,6,0.07344738,1,0.07268073,22,0.03445233,1,0.08425035,9,0.04342044
passkey_exact_seed431_L512_000,431,passkey_exact,512,412,412,exact passkey offset chosen by RNG and exposed as the query offset,7,0.02308094,1,0.09333635,14,0.03991675,1,0.11417962,4,0.05487118
multi_needle_seed431_L512_000,431,multi_needle,512,111,111,third same-token occurrence in increasing delta order,9,0.02101854,1,0.09034016,3,0.06751393,1,0.10626136,16,0.05202366
aggregation_seed431_L512_000,431,aggregation,512,172,172;221,two explicit offsets selected by the aggregation packet generator,13,0.02675857,1,0.12738665,8,0.09738795,1,0.14267845,9,0.09891419
passkey_exact_seed431_L512_001,431,passkey_exact,512,400,400,exact passkey offset chosen by RNG and exposed as the query offset,10,0.01499341,1,0.0918473,13,0.04243932,1,0.11071281,5,0.05487118
multi_needle_seed431_L512_001,431,multi_needle,512,35,35,third same-token occurrence in increasing delta order,12,0.01457467,1,0.09075867,3,0.07480846,1,0.10720142,16,0.05202366
aggregation_seed431_L512_001,431,aggregation,512,169,169;180,two explicit offsets selected by the aggregation packet generator,15,0.02143695,1,0.14917301,5,0.116247,1,0.17237679,14,0.09891419
passkey_exact_seed431_L512_002,431,passkey_exact,512,256,256,exact passkey offset chosen by RNG and exposed as the query offset,8,0.02965568,1,0.0953089,10,0.05215135,1,0.1103845,8,0.05487118
multi_needle_seed431_L512_002,431,multi_needle,512,61,61,third same-token occurrence in increasing delta order,13,0.01526624,1,0.09108428,3,0.06725575,1,0.11095545,16,0.05202366
aggregation_seed431_L512_002,431,aggregation,512,162,162;203,two explicit offsets selected by the aggregation packet generator,11,0.03365042,1,0.13323687,3,0.11811054,1,0.14830785,14,0.09891419
passkey_exact_seed431_L512_003,431,passkey_exact,512,259,259,exact passkey offset chosen by RNG and exposed as the query offset,11,0.01449261,1,0.09304985,9,0.05582135,1,0.10722669,9,0.05487118
multi_needle_seed431_L512_003,431,multi_needle,512,104,104,third same-token occurrence in increasing delta order,9,0.01516657,1,0.08719051,3,0.06624623,1,0.10722037,16,0.05202366
aggregation_seed431_L512_003,431,aggregation,512,412,412;437,two explicit offsets selected by the aggregation packet generator,11,0.02475966,1,0.13979803,13,0.07650616,1,0.15561826,4,0.09891419
passkey_exact_seed431_L1024_000,431,passkey_exact,1024,936,936,exact passkey offset chosen by RNG and exposed as the query offset,17,0.01464733,1,0.05685403,31,0.0176286,1,0.0707541,3,0.02820559
multi_needle_seed431_L1024_000,431,multi_needle,1024,58,58,third same-token occurrence in increasing delta order,24,0.0114963,1,0.05167801,3,0.03832382,1,0.06259785,34,0.02601015
aggregation_seed431_L1024_000,431,aggregation,1024,501,501;543,two explicit offsets selected by the aggregation packet generator,6,0.05302332,1,0.07992226,19,0.04808256,1,0.08876131,15,0.0520203
passkey_exact_seed431_L1024_001,431,passkey_exact,1024,957,957,exact passkey offset chosen by RNG and exposed as the query offset,15,0.00761034,1,0.05883811,33,0.01680123,1,0.07216573,1,0.02820559
multi_needle_seed431_L1024_001,431,multi_needle,1024,68,68,third same-token occurrence in increasing delta order,18,0.011446,1,0.05374732,3,0.04039598,1,0.06167494,34,0.02601015
aggregation_seed431_L1024_001,431,aggregation,1024,572,572;599,two explicit offsets selected by the aggregation packet generator,13,0.03154454,1,0.07977736,20,0.04588009,1,0.0955461,16,0.0520203
passkey_exact_seed431_L1024_002,431,passkey_exact,1024,355,355,exact passkey offset chosen by RNG and exposed as the query offset,18,0.01066599,1,0.05114623,13,0.03039712,1,0.06126439,21,0.02820559
multi_needle_seed431_L1024_002,431,multi_needle,1024,63,63,third same-token occurrence in increasing delta order,24,0.00983517,1,0.05132934,3,0.03806256,1,0.06095418,34,0.02601015
aggregation_seed431_L1024_002,431,aggregation,1024,230,230;338,two explicit offsets selected by the aggregation packet generator,21,0.01382949,1,0.0790258,9,0.06524526,1,0.0920218,26,0.0520203
passkey_exact_seed431_L1024_003,431,passkey_exact,1024,524,524,exact passkey offset chosen by RNG and exposed as the query offset,18,0.01067239,1,0.05380676,18,0.02664775,1,0.06556189,16,0.02820559
multi_needle_seed431_L1024_003,431,multi_needle,1024,73,73,third same-token occurrence in increasing delta order,17,0.01072318,1,0.05117501,3,0.03755354,1,0.062927,34,0.02601015
aggregation_seed431_L1024_003,431,aggregation,1024,697,697;802,two explicit offsets selected by the aggregation packet generator,19,0.01573108,1,0.07465799,22,0.04102139,1,0.08989699,10,0.0520203
passkey_exact_seed431_L2048_000,431,passkey_exact,2048,1017,1017,exact passkey offset chosen by RNG and exposed as the query offset,15,0.01025131,1,0.05448953,15,0.02576811,1,0.06248107,19,0.02632119
multi_needle_seed431_L2048_000,431,multi_needle,2048,28,28,third same-token occurrence in increasing delta order,22,0.00805095,1,0.05289151,3,0.03705101,1,0.06354597,34,0.02439931
aggregation_seed431_L2048_000,431,aggregation,2048,933,933;1111,two explicit offsets selected by the aggregation packet generator,12,0.02757257,1,0.07800531,19,0.04467019,1,0.09425912,12,0.04879861
passkey_exact_seed431_L2048_001,431,passkey_exact,2048,1725,1725,exact passkey offset chosen by RNG and exposed as the query offset,15,0.00938186,1,0.05421047,29,0.01839309,1,0.06453639,5,0.02632119
multi_needle_seed431_L2048_001,431,multi_needle,2048,239,239,third same-token occurrence in increasing delta order,17,0.00845321,1,0.05012568,3,0.03473964,1,0.05965114,34,0.02439931
aggregation_seed431_L2048_001,431,aggregation,2048,686,686;777,two explicit offsets selected by the aggregation packet generator,1,0.09169196,1,0.07265567,17,0.04978129,1,0.08797616,18,0.04879861
passkey_exact_seed431_L2048_002,431,passkey_exact,2048,1014,1014,exact passkey offset chosen by RNG and exposed as the query offset,15,0.00999618,1,0.0544955,13,0.0259148,1,0.0668217,21,0.02632119
multi_needle_seed431_L2048_002,431,multi_needle,2048,197,197,third same-token occurrence in increasing delta order,17,0.00764757,1,0.05226428,3,0.03811704,1,0.0594252,34,0.02439931
aggregation_seed431_L2048_002,431,aggregation,2048,895,895;1079,two explicit offsets selected by the aggregation packet generator,16,0.01856913,1,0.07401415,20,0.044537,1,0.08723203,13,0.04879861
passkey_exact_seed431_L2048_003,431,passkey_exact,2048,1371,1371,exact passkey offset chosen by RNG and exposed as the query offset,23,0.00733895,1,0.05253389,20,0.02173867,1,0.06210771,14,0.02632119
multi_needle_seed431_L2048_003,431,multi_needle,2048,172,172,third same-token occurrence in increasing delta order,18,0.00968208,1,0.04868953,3,0.03331581,1,0.05964687,34,0.02439931
aggregation_seed431_L2048_003,431,aggregation,2048,1916,1916;2044,two explicit offsets selected by the aggregation packet generator,22,0.01071918,1,0.07236572,32,0.03188412,1,0.08010125,1,0.04879861
passkey_exact_seed431_L4096_000,431,passkey_exact,4096,2003,2003,exact passkey offset chosen by RNG and exposed as the query offset,20,0.00687239,1,0.0497412,18,0.02126921,1,0.06125111,16,0.02321872
multi_needle_seed431_L4096_000,431,multi_needle,4096,323,323,third same-token occurrence in increasing delta order,17,0.00832864,1,0.04935407,3,0.03178827,1,0.05402315,34,0.02171022
aggregation_seed431_L4096_000,431,aggregation,4096,1928,1928;2137,two explicit offsets selected by the aggregation packet generator,18,0.01537519,1,0.07121948,12,0.04388355,1,0.08523231,22,0.04342044
passkey_exact_seed431_L4096_001,431,passkey_exact,4096,2743,2743,exact passkey offset chosen by RNG and exposed as the query offset,16,0.00842705,1,0.04999992,26,0.01828588,1,0.06169521,8,0.02321872
multi_needle_seed431_L4096_001,431,multi_needle,4096,144,144,third same-token occurrence in increasing delta order,16,0.00772048,1,0.05002059,3,0.03368661,1,0.05539889,34,0.02171022
aggregation_seed431_L4096_001,431,aggregation,4096,938,938;1140,two explicit offsets selected by the aggregation packet generator,17,0.01353621,1,0.07471094,8,0.053355,1,0.07331177,26,0.04342044
passkey_exact_seed431_L4096_002,431,passkey_exact,4096,1711,1711,exact passkey offset chosen by RNG and exposed as the query offset,18,0.00849817,1,0.05074898,13,0.02524365,1,0.06012399,21,0.02321872
multi_needle_seed431_L4096_002,431,multi_needle,4096,479,479,third same-token occurrence in increasing delta order,20,0.00713717,1,0.04883098,3,0.03093951,1,0.05580168,34,0.02171022
aggregation_seed431_L4096_002,431,aggregation,4096,2038,2038;2379,two explicit offsets selected by the aggregation packet generator,1,0.1079337,1,0.0661773,19,0.03967993,1,0.07780589,14,0.04342044
passkey_exact_seed431_L4096_003,431,passkey_exact,4096,748,748,exact passkey offset chosen by RNG and exposed as the query offset,16,0.00869077,1,0.05137576,7,0.03023649,1,0.05854667,27,0.02321872
multi_needle_seed431_L4096_003,431,multi_needle,4096,205,205,third same-token occurrence in increasing delta order,18,0.00820221,1,0.04815691,3,0.03194206,1,0.05801066,34,0.02171022
aggregation_seed431_L4096_003,431,aggregation,4096,1531,1531;1605,two explicit offsets selected by the aggregation packet generator,13,0.01632141,1,0.07400288,16,0.04624446,1,0.0912922,20,0.04342044
