task,seed,method,stage10_method_alias,epochs,learning_rate,optimizer,train_row_count,base_train_row_count,curriculum_row_count,validation_row_count,test_row_count,final_training_loss,learned_position_scale,learned_copy_gate,train_loss,train_perplexity,train_top1_accuracy,train_mrr,train_mean_target_probability,train_mean_top1_confidence,train_expected_calibration_error,train_mean_copy_gate,validation_loss,validation_perplexity,validation_top1_accuracy,validation_mrr,validation_mean_target_probability,validation_mean_top1_confidence,validation_expected_calibration_error,validation_mean_copy_gate,test_loss,test_perplexity,test_top1_accuracy,test_mrr,test_mean_target_probability,test_mean_top1_confidence,test_expected_calibration_error,test_mean_copy_gate
tiny_text_fact_qa,313,no_position,no_position,80,0.03,full_batch_adam,18,12,6,6,12,0.532729,1.0,0.967755,0.532264,1.702784,0.722222,0.861111,0.658297,0.737472,0.134803,0.967755,0.575708,1.77839,0.666667,0.833333,0.606871,0.652503,0.183764,0.967755,1.238794,3.451449,0.333333,0.625,0.386928,0.633191,0.434793,0.967755
tiny_text_fact_qa,313,sinusoidal,sinusoidal,80,0.03,full_batch_adam,18,12,6,6,12,0.16786,2.176698,0.961206,0.166571,1.181248,1.0,1.0,0.854522,0.854522,0.145478,0.961206,0.20818,1.231435,1.0,1.0,0.81849,0.81849,0.18151,0.961206,0.323429,1.381858,1.0,1.0,0.744828,0.744828,0.255172,0.961206
tiny_text_fact_qa,313,alibi,alibi,80,0.03,full_batch_adam,18,12,6,6,12,0.526127,-0.433679,0.967897,0.525576,1.691434,0.722222,0.861111,0.660355,0.734267,0.193862,0.967897,0.546709,1.727558,0.666667,0.833333,0.620463,0.65703,0.179032,0.967897,1.26514,3.543589,0.333333,0.625,0.384158,0.634677,0.400191,0.967897
tiny_text_fact_qa,313,rope_relative,rope,80,0.03,full_batch_adam,18,12,6,6,12,0.35859,2.527128,0.966752,0.357147,1.429246,0.888889,0.944444,0.736611,0.760331,0.180387,0.966752,0.415017,1.514397,0.833333,0.916667,0.687777,0.698825,0.289994,0.966752,0.738964,2.093765,0.5,0.736111,0.528775,0.614896,0.295324,0.966752
tiny_text_fact_qa,313,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,18,12,6,6,12,0.525944,-0.069829,0.967782,0.524727,1.689998,0.722222,0.861111,0.662502,0.74304,0.131006,0.967782,0.567875,1.764513,0.666667,0.833333,0.611475,0.656761,0.185667,0.967782,1.253846,3.503794,0.333333,0.625,0.388976,0.641425,0.355201,0.967782
tiny_text_fact_qa,313,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,18,12,6,6,12,0.529793,-0.028524,0.96868,0.528741,1.696795,0.722222,0.861111,0.661163,0.742728,0.13217,0.96868,0.568536,1.76568,0.666667,0.833333,0.61113,0.656889,0.185173,0.96868,1.263739,3.538628,0.333333,0.625,0.389259,0.64691,0.318797,0.96868
tiny_text_fact_qa,317,no_position,no_position,80,0.03,full_batch_adam,18,12,6,6,12,0.4229,1.0,0.967335,0.422421,1.52565,0.888889,0.935185,0.74928,0.809844,0.080734,0.967335,0.889676,2.434341,0.666667,0.805556,0.559865,0.741557,0.287964,0.967335,1.026376,2.790934,0.5,0.722222,0.44679,0.660512,0.311571,0.967335
tiny_text_fact_qa,317,sinusoidal,sinusoidal,80,0.03,full_batch_adam,18,12,6,6,12,0.148099,2.113763,0.960957,0.146996,1.158349,1.0,1.0,0.871802,0.871802,0.128198,0.960957,0.250456,1.284611,1.0,1.0,0.790631,0.790631,0.209369,0.960957,0.325013,1.384048,0.916667,0.958333,0.752643,0.775432,0.23954,0.960957
tiny_text_fact_qa,317,alibi,alibi,80,0.03,full_batch_adam,18,12,6,6,12,0.417002,-0.372802,0.967598,0.416266,1.516289,0.888889,0.935185,0.750279,0.811314,0.081023,0.967598,0.86756,2.381093,0.666667,0.805556,0.563965,0.747072,0.28917,0.967598,1.02467,2.786177,0.5,0.722222,0.450457,0.664971,0.170371,0.967598
tiny_text_fact_qa,317,rope_relative,rope,80,0.03,full_batch_adam,18,12,6,6,12,0.289202,2.427208,0.966438,0.288078,1.333862,0.888889,0.944444,0.793812,0.81855,0.151764,0.966438,0.542091,1.7196,0.666667,0.833333,0.657952,0.732164,0.178776,0.966438,0.579782,1.785649,0.666667,0.833333,0.604458,0.647972,0.187877,0.966438
tiny_text_fact_qa,317,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,18,12,6,6,12,0.353869,-0.343497,0.970263,0.351246,1.420837,0.888889,0.935185,0.766755,0.799988,0.175543,0.970263,0.69326,2.000227,0.666667,0.805556,0.598463,0.698165,0.228431,0.970263,0.996687,2.709292,0.583333,0.763889,0.479845,0.66066,0.082283,0.970263
tiny_text_fact_qa,317,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,18,12,6,6,12,0.359897,-0.331639,0.970229,0.357434,1.429657,0.888889,0.935185,0.764471,0.799578,0.121856,0.970229,0.707962,2.029849,0.666667,0.805556,0.594233,0.699555,0.077484,0.970229,1.008333,2.741027,0.583333,0.763889,0.474714,0.658166,0.123723,0.970229
tiny_text_fact_qa,331,no_position,no_position,80,0.03,full_batch_adam,18,12,6,6,12,0.381446,1.0,0.957827,0.381276,1.464151,0.777778,0.888889,0.758114,0.826455,0.194148,0.957827,0.427495,1.533412,0.833333,0.916667,0.757297,0.873202,0.242574,0.957827,5.25327,191.190404,0.416667,0.593056,0.372276,0.924025,0.582077,0.957827
tiny_text_fact_qa,331,sinusoidal,sinusoidal,80,0.03,full_batch_adam,18,12,6,6,12,0.111007,2.036032,0.961037,0.110069,1.116355,1.0,1.0,0.901498,0.901498,0.098502,0.961037,0.120781,1.128378,1.0,1.0,0.894622,0.894622,0.105378,0.961037,4.279177,72.181021,0.416667,0.593056,0.400919,0.980778,0.583308,0.961037
tiny_text_fact_qa,331,alibi,alibi,80,0.03,full_batch_adam,18,12,6,6,12,0.37441,-0.423324,0.957766,0.37381,1.453261,0.777778,0.888889,0.759584,0.825814,0.157114,0.957766,0.415867,1.515684,0.833333,0.916667,0.755473,0.865612,0.244374,0.957766,5.193783,180.148847,0.416667,0.598611,0.37766,0.929342,0.576342,0.957766
tiny_text_fact_qa,331,rope_relative,rope,80,0.03,full_batch_adam,18,12,6,6,12,0.261866,2.334755,0.961212,0.26096,1.298175,0.944444,0.972222,0.805503,0.827596,0.153973,0.961212,0.293649,1.341313,0.833333,0.916667,0.79836,0.86464,0.201555,0.961212,4.758239,116.540478,0.416667,0.593056,0.382257,0.936538,0.575771,0.961212
tiny_text_fact_qa,331,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,18,12,6,6,12,0.388725,0.214886,0.960054,0.388226,1.474363,0.777778,0.888889,0.759383,0.835002,0.16151,0.960054,0.440603,1.553644,0.833333,0.916667,0.761152,0.883322,0.238767,0.960054,4.957939,142.300265,0.416667,0.593056,0.366921,0.920339,0.58982,0.960054
tiny_text_fact_qa,331,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,18,12,6,6,12,0.385844,0.260557,0.96112,0.385665,1.470592,0.777778,0.888889,0.759378,0.830554,0.160622,0.96112,0.433351,1.542418,0.833333,0.916667,0.759988,0.879205,0.239951,0.96112,4.997044,147.975078,0.416667,0.593056,0.367522,0.921732,0.590382,0.96112
