task,seed,method,stage10_method_alias,epochs,learning_rate,support_aux_weight,optimizer,training_tasks,support_classes,task_train_row_count,multitask_train_row_count,train_row_count,validation_row_count,test_row_count,final_training_loss,learned_position_scale,learned_copy_gate,train_loss,train_perplexity,train_top1_accuracy,train_mrr,train_mean_target_probability,train_mean_top1_confidence,train_expected_calibration_error,train_mean_copy_gate,train_support_accuracy,validation_loss,validation_perplexity,validation_top1_accuracy,validation_mrr,validation_mean_target_probability,validation_mean_top1_confidence,validation_expected_calibration_error,validation_mean_copy_gate,validation_support_accuracy,test_loss,test_perplexity,test_top1_accuracy,test_mrr,test_mean_target_probability,test_mean_top1_confidence,test_expected_calibration_error,test_mean_copy_gate,test_support_accuracy
exact_offset_passkey,313,phasewrap_bias,phasewrap_bias,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.026836,-0.142734,0.970248,0.028335,1.02874,1.0,1.0,0.972088,0.972088,0.027912,0.970248,1.0,9.397125,12053.676037,0.0,0.055045,0.004184,0.795801,0.795801,0.970248,1.0,9.057505,8582.706629,0.0,0.036156,0.00201,0.791976,0.791976,0.970248,1.0
tiny_text_fact_qa,313,phasewrap_bias,phasewrap_bias,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.026836,-0.142734,0.970248,0.026203,1.026549,1.0,1.0,0.974176,0.974176,0.025824,0.970248,1.0,1.155149,3.174498,0.666667,0.791667,0.588472,0.841867,0.335149,0.970248,1.0,5.994512,401.220765,0.25,0.409127,0.237393,0.942763,0.72894,0.970248,1.0
phase_cued_retrieval,313,phasewrap_adapter,phasewrap_adapter,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.027824,-0.131126,0.969107,0.018579,1.018753,1.0,1.0,0.981691,0.981691,0.018309,0.969107,1.0,13.028599,455248.792363,0.0,0.022855,9e-06,0.899048,0.899048,0.969107,0.666667,12.853309,382050.938584,0.0,0.030404,3.5e-05,0.843464,0.843464,0.969107,0.583333
exact_offset_passkey,313,phasewrap_adapter,phasewrap_adapter,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.027824,-0.131126,0.969107,0.029409,1.029846,1.0,1.0,0.971045,0.971045,0.028955,0.969107,1.0,9.422537,12363.912515,0.0,0.053325,0.004217,0.827114,0.827114,0.969107,1.0,9.700249,16321.667954,0.0,0.032356,0.002101,0.754715,0.754715,0.969107,1.0
tiny_text_fact_qa,313,phasewrap_adapter,phasewrap_adapter,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.027824,-0.131126,0.969107,0.027407,1.027786,1.0,1.0,0.973002,0.973002,0.026998,0.969107,1.0,1.127803,3.088861,0.666667,0.833333,0.606382,0.89009,0.343343,0.969107,1.0,6.253162,519.653119,0.25,0.407443,0.224305,0.888263,0.700516,0.969107,1.0
phase_cued_retrieval,317,no_position,no_position,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.459509,1.0,0.946162,0.495997,1.642134,0.666667,0.798611,0.723356,0.777645,0.177516,0.946162,1.0,9.464418,12892.721945,0.166667,0.209349,0.137007,0.880731,0.714064,0.946162,0.333333,9.655979,15614.876477,0.0,0.040546,0.00047,0.829678,0.829678,0.946162,0.5
exact_offset_passkey,317,no_position,no_position,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.459509,1.0,0.946162,0.704537,2.022909,0.75,0.836111,0.671902,0.767593,0.109559,0.946162,1.0,10.638463,41708.612444,0.0,0.033541,0.00303,0.81933,0.81933,0.946162,1.0,12.542524,279994.133918,0.0,0.019139,3.5e-05,0.941871,0.941871,0.946162,1.0
tiny_text_fact_qa,317,no_position,no_position,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.459509,1.0,0.946162,0.122516,1.130337,0.916667,0.958333,0.899015,0.899448,0.094855,0.946162,1.0,10.462711,34986.286087,0.0,0.089927,8.9e-05,0.953661,0.953661,0.946162,1.0,7.774361,2378.823575,0.166667,0.277437,0.159373,0.922574,0.778666,0.946162,1.0
phase_cued_retrieval,317,sinusoidal,sinusoidal,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.118676,2.283885,0.958865,0.071826,1.074468,1.0,1.0,0.934002,0.934002,0.065998,0.958865,1.0,9.324291,11206.966054,0.166667,0.210799,0.126031,0.905989,0.739323,0.958865,0.5,11.91929,150134.986522,0.0,0.049168,0.006016,0.738088,0.738088,0.958865,0.416667
exact_offset_passkey,317,sinusoidal,sinusoidal,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.118676,2.283885,0.958865,0.220325,1.246482,1.0,1.0,0.832527,0.832527,0.167473,0.958865,1.0,11.443159,93261.144465,0.0,0.030171,7.5e-05,0.821579,0.821579,0.958865,1.0,12.461372,258169.474242,0.0,0.057534,0.009904,0.847118,0.847118,0.958865,1.0
tiny_text_fact_qa,317,sinusoidal,sinusoidal,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.118676,2.283885,0.958865,0.051455,1.052802,1.0,1.0,0.950266,0.950266,0.049734,0.958865,1.0,9.006938,8159.500887,0.0,0.207064,0.004771,0.965296,0.965296,0.958865,1.0,6.980355,1075.299783,0.166667,0.357068,0.180241,0.909495,0.742828,0.958865,1.0
phase_cued_retrieval,317,alibi,alibi,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.436749,-0.269941,0.944818,0.425998,1.531118,0.75,0.861111,0.74147,0.781152,0.177781,0.944818,1.0,10.367119,31796.73528,0.0,0.086123,0.013233,0.630524,0.630524,0.944818,0.333333,10.940453,56412.909055,0.0,0.042899,0.003955,0.772058,0.772058,0.944818,0.666667
exact_offset_passkey,317,alibi,alibi,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.436749,-0.269941,0.944818,0.715478,2.045164,0.583333,0.752778,0.619544,0.663275,0.194041,0.944818,1.0,10.850973,51584.304748,0.0,0.028375,0.00074,0.847376,0.847376,0.944818,1.0,12.417106,246990.816303,0.0,0.019169,2.1e-05,0.803813,0.803813,0.944818,1.0
tiny_text_fact_qa,317,alibi,alibi,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.436749,-0.269941,0.944818,0.141245,1.151707,1.0,1.0,0.87877,0.87877,0.12123,0.944818,1.0,10.228968,27693.926112,0.0,0.0924,0.000173,0.951085,0.951085,0.944818,1.0,7.691289,2189.194217,0.166667,0.279922,0.160204,0.925075,0.781309,0.944818,1.0
phase_cued_retrieval,317,rope_relative,rope,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.304015,2.51567,0.959346,0.25883,1.295414,0.916667,0.944444,0.827455,0.837431,0.133409,0.959346,1.0,10.455614,34738.840778,0.0,0.052584,0.001567,0.683826,0.683826,0.959346,0.5,10.526383,37286.372668,0.0,0.044092,0.001556,0.857157,0.857157,0.959346,0.416667
exact_offset_passkey,317,rope_relative,rope,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.304015,2.51567,0.959346,0.553498,1.739327,0.833333,0.916667,0.690461,0.732687,0.256907,0.959346,1.0,10.801789,49108.591921,0.0,0.029301,0.000287,0.894739,0.894739,0.959346,1.0,13.45167,695001.714563,0.0,0.017733,6e-06,0.961394,0.961394,0.959346,1.0
tiny_text_fact_qa,317,rope_relative,rope,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.304015,2.51567,0.959346,0.076823,1.079851,1.0,1.0,0.928808,0.928808,0.071192,0.959346,1.0,9.090631,8871.782204,0.0,0.114855,0.0024,0.964684,0.964684,0.959346,1.0,6.580681,721.030412,0.166667,0.302809,0.188013,0.918587,0.771772,0.959346,1.0
phase_cued_retrieval,317,phasewrap_bias,phasewrap_bias,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.378177,0.128501,0.922077,0.327102,1.386942,0.916667,0.958333,0.826759,0.893733,0.169665,0.922077,1.0,11.877672,144014.92086,0.0,0.020878,6.2e-05,0.842208,0.842208,0.922077,0.333333,10.392005,32597.97507,0.0,0.0363,0.001934,0.789467,0.789467,0.922077,0.5
exact_offset_passkey,317,phasewrap_bias,phasewrap_bias,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.378177,0.128501,0.922077,0.654983,1.92511,0.75,0.861111,0.691856,0.842954,0.179357,0.922077,1.0,11.403256,89612.989572,0.0,0.029947,0.002212,0.768685,0.768685,0.922077,1.0,12.604986,298040.820191,0.0,0.015993,4.8e-05,0.89852,0.89852,0.922077,1.0
tiny_text_fact_qa,317,phasewrap_bias,phasewrap_bias,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.378177,0.128501,0.922077,0.12478,1.1329,1.0,1.0,0.8892,0.8892,0.1108,0.922077,1.0,10.747518,46514.457688,0.0,0.113951,0.00019,0.921819,0.921819,0.922077,1.0,8.406616,4476.584491,0.166667,0.282799,0.160029,0.894685,0.728018,0.922077,1.0
phase_cued_retrieval,317,phasewrap_adapter,phasewrap_adapter,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.425763,0.112601,0.91615,0.384454,1.468812,0.833333,0.916667,0.79275,0.869666,0.128538,0.91615,1.0,12.651223,312145.024523,0.0,0.023564,2.7e-05,0.931671,0.931671,0.91615,0.333333,10.884976,53368.498015,0.0,0.028402,0.002633,0.708491,0.708491,0.91615,0.5
exact_offset_passkey,317,phasewrap_adapter,phasewrap_adapter,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.425763,0.112601,0.91615,0.732047,2.079333,0.666667,0.805556,0.662257,0.814802,0.148135,0.91615,1.0,11.302765,81045.40225,0.0,0.022507,1.7e-05,0.820401,0.820401,0.91615,1.0,13.270032,579564.401237,0.0,0.015435,1.9e-05,0.838393,0.838393,0.91615,1.0
tiny_text_fact_qa,317,phasewrap_adapter,phasewrap_adapter,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.425763,0.112601,0.91615,0.144893,1.155916,1.0,1.0,0.872204,0.872204,0.127796,0.91615,1.0,8.406416,4475.68999,0.166667,0.278793,0.152644,0.915659,0.748992,0.91615,1.0,8.275337,3925.846301,0.166667,0.296377,0.163389,0.847841,0.681174,0.91615,1.0
phase_cued_retrieval,331,no_position,no_position,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.650559,1.0,0.901578,0.522338,1.685965,0.833333,0.916667,0.674049,0.69304,0.183436,0.901578,1.0,9.508541,13474.316594,0.0,0.036328,0.010547,0.485746,0.485746,0.901578,1.0,8.992329,8041.161672,0.0,0.050933,0.003748,0.590678,0.590678,0.901578,0.666667
exact_offset_passkey,331,no_position,no_position,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.650559,1.0,0.901578,0.935191,2.547699,0.75,0.875,0.466278,0.484316,0.265684,0.901578,1.0,10.600304,40147.049988,0.0,0.106479,0.062933,0.66334,0.66334,0.901578,1.0,12.491648,266105.52109,0.0,0.018067,5.3e-05,0.737689,0.737689,0.901578,1.0
tiny_text_fact_qa,331,no_position,no_position,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.650559,1.0,0.901578,0.386771,1.47222,0.833333,0.916667,0.76798,0.838105,0.169436,0.901578,1.0,3.018222,20.454895,0.5,0.636111,0.435663,0.860577,0.455196,0.901578,1.0,3.026052,20.615691,0.333333,0.559524,0.344797,0.83098,0.530436,0.901578,1.0
phase_cued_retrieval,331,sinusoidal,sinusoidal,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.160857,2.63936,0.955242,0.178319,1.195207,1.0,1.0,0.84721,0.84721,0.15279,0.955242,1.0,9.180682,9707.767868,0.0,0.063367,0.008915,0.475066,0.475066,0.955242,0.666667,10.095858,24242.387821,0.0,0.067895,0.008391,0.423952,0.423952,0.955242,0.75
exact_offset_passkey,331,sinusoidal,sinusoidal,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.160857,2.63936,0.955242,0.181555,1.199081,1.0,1.0,0.838512,0.838512,0.161488,0.955242,1.0,7.82036,2490.803026,0.166667,0.209509,0.123988,0.529575,0.452176,0.955242,1.0,13.123046,500341.440416,0.0,0.028361,2.9e-05,0.43424,0.43424,0.955242,1.0
tiny_text_fact_qa,331,sinusoidal,sinusoidal,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.160857,2.63936,0.955242,0.083667,1.087267,1.0,1.0,0.920684,0.920684,0.079316,0.955242,1.0,0.395245,1.484748,0.833333,0.916667,0.735234,0.801432,0.250799,0.955242,1.0,0.375381,1.455545,1.0,1.0,0.720389,0.720389,0.279611,0.955242,1.0
phase_cued_retrieval,331,alibi,alibi,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.715513,-0.820283,0.90432,0.53751,1.71174,0.916667,0.958333,0.653004,0.673121,0.243546,0.90432,1.0,9.788143,17821.17876,0.0,0.08028,0.02179,0.62298,0.62298,0.90432,1.0,10.223717,27548.878175,0.0,0.045102,0.004468,0.570188,0.570188,0.90432,0.666667
exact_offset_passkey,331,alibi,alibi,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.715513,-0.820283,0.90432,0.956665,2.603002,0.583333,0.756944,0.468738,0.516994,0.238054,0.90432,1.0,9.423864,12380.323704,0.166667,0.183655,0.122448,0.779096,0.612429,0.90432,1.0,14.438405,1864316.917922,0.0,0.018951,0.000204,0.755349,0.755349,0.90432,1.0
tiny_text_fact_qa,331,alibi,alibi,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.715513,-0.820283,0.90432,0.363835,1.438837,0.916667,0.958333,0.779926,0.847431,0.139446,0.90432,1.0,3.759454,42.924999,0.5,0.635417,0.433656,0.848914,0.449758,0.90432,1.0,3.450401,31.513021,0.333333,0.564744,0.31467,0.814847,0.558529,0.90432,1.0
phase_cued_retrieval,331,rope_relative,rope,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.412756,2.931537,0.948347,0.354703,1.425757,0.916667,0.958333,0.745752,0.747836,0.168831,0.948347,1.0,9.05794,8586.443014,0.0,0.05293,0.008022,0.580392,0.580392,0.948347,0.833333,10.647267,42077.439757,0.0,0.044671,0.002775,0.494263,0.494263,0.948347,0.666667
exact_offset_passkey,331,rope_relative,rope,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.412756,2.931537,0.948347,0.584224,1.793599,0.916667,0.958333,0.602789,0.604028,0.357566,0.948347,1.0,9.695413,16242.933045,0.166667,0.192667,0.116767,0.488729,0.42191,0.948347,1.0,12.845434,379053.91098,0.0,0.01936,0.000313,0.525928,0.525928,0.948347,1.0
tiny_text_fact_qa,331,rope_relative,rope,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.412756,2.931537,0.948347,0.23325,1.262697,1.0,1.0,0.809903,0.809903,0.190097,0.948347,1.0,1.423314,4.150855,0.5,0.722222,0.409066,0.742823,0.41324,0.948347,1.0,1.452415,4.273424,0.5,0.697222,0.450369,0.642708,0.435831,0.948347,1.0
phase_cued_retrieval,331,phasewrap_bias,phasewrap_bias,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.456439,-0.183958,0.913374,0.368012,1.444859,0.75,0.861111,0.754206,0.769882,0.190166,0.913374,1.0,9.146276,9379.450116,0.166667,0.203345,0.046016,0.632079,0.713823,0.913374,1.0,10.245804,28164.106364,0.0,0.05309,0.014624,0.604547,0.604547,0.913374,1.0
exact_offset_passkey,331,phasewrap_bias,phasewrap_bias,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.456439,-0.183958,0.913374,0.589235,1.802609,0.75,0.875,0.637969,0.689983,0.201793,0.913374,1.0,8.272701,3915.511838,0.0,0.109287,0.026473,0.66994,0.66994,0.913374,1.0,12.49553,267140.425181,0.0,0.018951,0.00074,0.775143,0.775143,0.913374,1.0
tiny_text_fact_qa,331,phasewrap_bias,phasewrap_bias,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.456439,-0.183958,0.913374,0.337864,1.40195,0.916667,0.958333,0.806796,0.87594,0.073858,0.913374,1.0,3.279715,26.568187,0.5,0.631944,0.467946,0.846206,0.384853,0.913374,1.0,3.144317,23.203824,0.333333,0.554167,0.329695,0.886169,0.552835,0.913374,1.0
phase_cued_retrieval,331,phasewrap_adapter,phasewrap_adapter,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.459914,-0.051936,0.920719,0.370494,1.448451,0.833333,0.902778,0.756002,0.781095,0.134186,0.920719,1.0,6.95526,1048.65066,0.0,0.124366,0.042448,0.623678,0.623678,0.920719,0.5,10.041344,22956.204621,0.0,0.049013,0.003882,0.558025,0.558025,0.920719,0.75
exact_offset_passkey,331,phasewrap_adapter,phasewrap_adapter,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.459914,-0.051936,0.920719,0.591254,1.806252,0.75,0.861111,0.636147,0.688066,0.181192,0.920719,1.0,8.543611,5133.848105,0.0,0.118547,0.036491,0.655577,0.655577,0.920719,1.0,13.033083,457294.360653,0.0,0.031473,0.001989,0.767017,0.767017,0.920719,1.0
tiny_text_fact_qa,331,phasewrap_adapter,phasewrap_adapter,80,0.03,0.7,full_batch_adam_support_auxiliary,"['phase_cued_retrieval', 'exact_offset_passkey', 'tiny_text_fact_qa']","[5, 7, 8, 11, 12, 16, 19]",12,36,12,6,12,0.459914,-0.051936,0.920719,0.345132,1.412177,0.916667,0.958333,0.8069,0.877184,0.080606,0.920719,1.0,3.38521,29.524183,0.5,0.627778,0.469029,0.859205,0.395094,0.920719,1.0,3.395808,29.838763,0.333333,0.547222,0.327859,0.890858,0.557524,0.920719,1.0
